measurement UID,file URL,msID,shelfmark,collection,part,part ID,part type,text,leaves,leaf height,leaf height max,leaf height min,leaf width,leaf width max,leaf width min,leaf depth,leaf depth max,leaf depth min,leaf unit,roll height,roll height max,roll height min,roll width,roll width max,roll width min,roll unit,fragment height,fragment height max,fragment height min,fragment width,fragment width max,fragment width min,fragment unit,columns,columns max,columns min,column height,column height max,column height min,column width,column width max,column width min,column unit,writtenLines,writtenLines max,writtenLines min,written height,written height max,written height min,written width,written width max,written width min,written unit,ruledLines,rulesLines max,ruledLines min,ruled height,ruled height max,ruled height min,ruled width,ruled width max,ruled width min,ruled unit,rulingMedium,topLine
MS_Rawl_liturg_e_13_measure_1,manuscript_8642,MS_Rawl_liturg_e_13,MS. Rawl. liturg. e. 13,Rawl liturg,,MS_Rawl_liturg_e_13,,15 long lines.,,190,190,190,135,135,135,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,105,105,65,65,65,mm,,,,,,,,,,,,
MS_Rawl_liturg_e_14_measure_1,manuscript_8643,MS_Rawl_liturg_e_14,MS. Rawl. liturg. e. 14,Rawl liturg,,MS_Rawl_liturg_e_14,,15 long lines,,202,202,202,140,140,140,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,130,130,85,85,85,mm,,,,,,,,,,,,
MS_Rawl_liturg_e_15_measure_1,manuscript_8644,MS_Rawl_liturg_e_15,MS. Rawl. liturg. e. 15,Rawl liturg,,MS_Rawl_liturg_e_15,,14 long lines,,185,185,185,120,120,120,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,88,88,62,62,62,mm,,,,,,,,,,,,
MS_Rawl_liturg_e_16_measure_1,manuscript_8645,MS_Rawl_liturg_e_16,MS. Rawl. liturg. e. 16,Rawl liturg,,MS_Rawl_liturg_e_16,,12 long lines.,,188,188,188,118,118,118,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,93,93,62,62,62,mm,,,,,,,,,,,,
MS_Rawl_liturg_e_17_measure_1,manuscript_8646,MS_Rawl_liturg_e_17,MS. Rawl. liturg. e. 17,Rawl liturg,,MS_Rawl_liturg_e_17,,14 long lines,,210,210,210,160,160,160,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,91,91,65,65,65,mm,,,,,,,,,,,,
MS_Rawl_liturg_e_18_measure_1,manuscript_8647,MS_Rawl_liturg_e_18,MS. Rawl. liturg. e. 18,Rawl liturg,,MS_Rawl_liturg_e_18,,16 long lines,,191,191,191,140,140,140,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,63,63,63,mm,,,,,,,,,,,,
MS_Rawl_liturg_e_19_measure_1,manuscript_8648,MS_Rawl_liturg_e_19,MS. Rawl. liturg. e. 19,Rawl liturg,,MS_Rawl_liturg_e_19,,14 long lines,,173,173,173,125,125,125,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,73,73,73,mm,,,,,,,,,,,,
MS_Rawl_liturg_e_20_measure_1,manuscript_8650,MS_Rawl_liturg_e_20,MS. Rawl. liturg. e. 20,Rawl liturg,,MS_Rawl_liturg_e_20,,15 long lines,,193,193,193,135,135,135,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,85,85,85,mm,,,,,,,,,,,,
MS_Rawl_liturg_e_21_measure_1,manuscript_8651,MS_Rawl_liturg_e_21,MS. Rawl. liturg. e. 21,Rawl liturg,,MS_Rawl_liturg_e_21,,20 long lines.,,180,180,180,115,115,115,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,93,93,68,68,68,mm,,,,,,,,,,,,
MS_Rawl_liturg_e_22_measure_1,manuscript_8652,MS_Rawl_liturg_e_22,MS. Rawl. liturg. e. 22,Rawl liturg,,MS_Rawl_liturg_e_22,,18 long lines,,190,190,190,135,135,135,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,105,105,65,65,65,mm,,,,,,,,,,,,
MS_Rawl_liturg_e_23_measure_1,manuscript_8653,MS_Rawl_liturg_e_23,MS. Rawl. liturg. e. 23,Rawl liturg,,MS_Rawl_liturg_e_23,,,,183,183,183,130,130,130,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,88,88,55,55,55,mm,,,,,,,,,,,,
MS_Rawl_liturg_e_24_measure_1,manuscript_8654,MS_Rawl_liturg_e_24,MS. Rawl. liturg. e. 24,Rawl liturg,,MS_Rawl_liturg_e_24,,15 long lines,,183,183,183,136,136,136,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,101,101,62,62,62,mm,,,,,,,,,,,,
MS_Rawl_liturg_e_25_measure_1,manuscript_8655,MS_Rawl_liturg_e_25,MS. Rawl. liturg. e. 25,Rawl liturg,,MS_Rawl_liturg_e_25,,15 long lines,,182,182,182,132,132,132,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,93,93,62,62,62,mm,,,,,,,,,,,,
MS_Rawl_liturg_e_26_measure_1,manuscript_8656,MS_Rawl_liturg_e_26,MS. Rawl. liturg. e. 26,Rawl liturg,,MS_Rawl_liturg_e_26,,18 long lines,,201,201,201,145,145,145,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,122,122,79,79,79,mm,,,,,,,,,,,,
MS_Rawl_liturg_e_27_measure_1,manuscript_8657,MS_Rawl_liturg_e_27,MS. Rawl. liturg. e. 27,Rawl liturg,,MS_Rawl_liturg_e_27,,14 long lines,,190,190,190,130,130,130,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,90,90,59,59,59,mm,,,,,,,,,,,,
MS_Rawl_liturg_e_28_measure_1,manuscript_8658,MS_Rawl_liturg_e_28,MS. Rawl. liturg. e. 28,Rawl liturg,,MS_Rawl_liturg_e_28,,21 long lines,,180,180,180,120,120,120,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,130,130,73,73,73,mm,,,,,,,,,,,,
MS_Rawl_liturg_e_29_measure_1,manuscript_8659,MS_Rawl_liturg_e_29,MS. Rawl. liturg. e. 29,Rawl liturg,,MS_Rawl_liturg_e_29,,14 long lines,,192,192,192,135,135,135,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,81,81,54,54,54,mm,,,,,,,,,,,,
MS_Rawl_liturg_e_3_measure_1,manuscript_8660,MS_Rawl_liturg_e_3,MS. Rawl. liturg. e. 3,Rawl liturg,,MS_Rawl_liturg_e_3,,16 long lines,,203,203,203,140,140,140,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,126,126,31,31,31,mm,,,,,,,,,,,,
MS_Rawl_liturg_e_30_measure_1,manuscript_8661,MS_Rawl_liturg_e_30,MS. Rawl. liturg. e. 30,Rawl liturg,,MS_Rawl_liturg_e_30,,15 long lines,,176,176,176,130,130,130,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,85,85,57,57,57,mm,,,,,,,,,,,,
MS_Rawl_liturg_e_31_measure_1,manuscript_8662,MS_Rawl_liturg_e_31,MS. Rawl. liturg. e. 31,Rawl liturg,,MS_Rawl_liturg_e_31,,22 long lines,,175,175,175,115,115,115,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,108,108,70,70,70,mm,,,,,,,,,,,,
MS_Rawl_liturg_e_32_measure_1,manuscript_8663,MS_Rawl_liturg_e_32,MS. Rawl. liturg. e. 32,Rawl liturg,,MS_Rawl_liturg_e_32,,18 long lines,,209,209,209,157,157,157,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,112,112,77,77,77,mm,,,,,,,,,,,,
MS_Rawl_liturg_e_33_measure_1,manuscript_8664,MS_Rawl_liturg_e_33,MS. Rawl. liturg. e. 33,Rawl liturg,,MS_Rawl_liturg_e_33,,20 long lines,,190,190,190,135,135,135,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,113,113,70,70,70,mm,,,,,,,,,,,,
MS_Rawl_liturg_e_34_measure_1,manuscript_8665,MS_Rawl_liturg_e_34,MS. Rawl. liturg. e. 34,Rawl liturg,,MS_Rawl_liturg_e_34,,17 long lines,,182,182,182,123,123,123,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,95,57,57,57,mm,,,,,,,,,,,,
MS_Rawl_liturg_e_35_measure_1,manuscript_8666,MS_Rawl_liturg_e_35,MS. Rawl. liturg. e. 35,Rawl liturg,,MS_Rawl_liturg_e_35,,15 long lines,,288,288,288,140,140,140,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,105,105,74,74,74,mm,,,,,,,,,,,,
MS_Rawl_liturg_e_36_measure_1,manuscript_8667,MS_Rawl_liturg_e_36,MS. Rawl. liturg. e. 36,Rawl liturg,,MS_Rawl_liturg_e_36,,21 long lines,,183,183,183,120,120,120,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,115,115,62,62,62,mm,,,,,,,,,,,,
MS_Rawl_liturg_e_37_measure_1,manuscript_8668,MS_Rawl_liturg_e_37,MS. Rawl. liturg. e. 37,Rawl liturg,,MS_Rawl_liturg_e_37,,19 long lines,,193,193,193,120,120,120,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,115,115,66,66,66,mm,,,,,,,,,,,,
MS_Rawl_liturg_e_38_measure_1,manuscript_8669,MS_Rawl_liturg_e_38,MS. Rawl. liturg. e. 38,Rawl liturg,,MS_Rawl_liturg_e_38,,16 long lines,,207,207,207,148,148,148,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,113,113,69,69,69,mm,,,,,,,,,,,,
MS_Rawl_liturg_e_39_measure_1,manuscript_8670,MS_Rawl_liturg_e_39,MS. Rawl. liturg. e. 39,Rawl liturg,,MS_Rawl_liturg_e_39,,18 long lines,,173,173,173,122,122,122,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,104,104,69,69,69,mm,,,,,,,,,,,,
MS_Rawl_liturg_e_4_measure_1,manuscript_8671,MS_Rawl_liturg_e_4,MS. Rawl. liturg. e. 4,Rawl liturg,,MS_Rawl_liturg_e_4,,18 long lines,,177,177,177,120,120,120,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,110,110,70,70,70,mm,,,,,,,,,,,,
MS_Rawl_liturg_e_41_measure_1,manuscript_8673,MS_Rawl_liturg_e_41,MS. Rawl. liturg. e. 41,Rawl liturg,,MS_Rawl_liturg_e_41,,"2 cols.; fols. 1–112 of 25 lines, fol.113–49 of 26 lines.",,225,225,225,150,150,150,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,160,160,100–118,118,100,mm,,,,,,,,,,,,
MS_Rawl_liturg_e_43_measure_1,manuscript_8675,MS_Rawl_liturg_e_43,MS. Rawl. liturg. e. 43,Rawl liturg,,MS_Rawl_liturg_e_43,,2 col. of 30 lines,,215,215,215,147,147,147,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,145,145,95,95,95,mm,,,,,,,,,,,,
MS_Rawl_liturg_e_5_measure_1,manuscript_8680,MS_Rawl_liturg_e_5,MS. Rawl. liturg. e. 5,Rawl liturg,,MS_Rawl_liturg_e_5,,16 long lines,,171,171,171,127,127,127,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,110,110,73,73,73,mm,,,,,,,,,,,,
MS_Rawl_liturg_e_6_measure_1,manuscript_8681,MS_Rawl_liturg_e_6,MS. Rawl. liturg. e. 6,Rawl liturg,,MS_Rawl_liturg_e_6,,17 long lines,,210,210,210,151,151,151,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,117,117,83,83,83,mm,,,,,,,,,,,,
MS_Rawl_liturg_e_7_measure_1,manuscript_8682,MS_Rawl_liturg_e_7,MS. Rawl. liturg. e. 7,Rawl liturg,,MS_Rawl_liturg_e_7,,20 long lines,,218,218,218,150,150,150,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,127,127,90,90,90,mm,,,,,,,,,,,,
MS_Rawl_liturg_e_8_measure_1,manuscript_8683,MS_Rawl_liturg_e_8,MS. Rawl. liturg. e. 8,Rawl liturg,,MS_Rawl_liturg_e_8,,25 long lines,,200,200,200,150,150,150,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,130,130,80,80,80,mm,,,,,,,,,,,,
MS_Rawl_liturg_e_9_measure_1,manuscript_8685,MS_Rawl_liturg_e_9,MS. Rawl. liturg. e. 9,Rawl liturg,,MS_Rawl_liturg_e_9,,18 long lines,,175,175,175,115,115,115,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,108,108,65,65,65,mm,,,,,,,,,,,,
MS_Rawl_liturg_f_1_measure_1,manuscript_8686,MS_Rawl_liturg_f_1,MS. Rawl. liturg. f. 1,Rawl liturg,,MS_Rawl_liturg_f_1,,16 long lines.,,133,133,133,95,95,95,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,75,75,50,50,50,mm,,,,,,,,,,,,
MS_Rawl_liturg_f_10_measure_1,manuscript_8687,MS_Rawl_liturg_f_10,MS. Rawl. liturg. f. 10,Rawl liturg,,MS_Rawl_liturg_f_10,,18 long lines,,156,156,156,95,95,95,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,90,90,60,60,60,mm,,,,,,,,,,,,
MS_Rawl_liturg_f_11_measure_1,manuscript_8688,MS_Rawl_liturg_f_11,MS. Rawl. liturg. f. 11,Rawl liturg,,MS_Rawl_liturg_f_11,,18 long lines,,155,155,155,105,105,105,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,86,86,51,51,51,mm,,,,,,,,,,,,
MS_Rawl_liturg_f_12_measure_1,manuscript_8689,MS_Rawl_liturg_f_12,MS. Rawl. liturg. f. 12,Rawl liturg,,MS_Rawl_liturg_f_12,,14 long lines.,,168,168,168,115,115,115,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,86,86,52,52,52,mm,,,,,,,,,,,,
MS_Rawl_liturg_f_13_measure_1,manuscript_8690,MS_Rawl_liturg_f_13,MS. Rawl. liturg. f. 13,Rawl liturg,,MS_Rawl_liturg_f_13,,"1 col., 15 lines, written space 91 60",,170,170,170,115,115,115,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Rawl_liturg_f_14_measure_1,manuscript_8691,MS_Rawl_liturg_f_14,MS. Rawl. liturg. f. 14,Rawl liturg,,MS_Rawl_liturg_f_14,,20 long lines,,163,163,163,98,98,98,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,107,107,55,55,55,mm,,,,,,,,,,,,
MS_Rawl_liturg_f_15_measure_1,manuscript_8692,MS_Rawl_liturg_f_15,MS. Rawl. liturg. f. 15,Rawl liturg,,MS_Rawl_liturg_f_15,,14 long lines,,158,158,158,110,110,110,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,73,73,47,47,47,mm,,,,,,,,,,,,
MS_Rawl_liturg_f_16_measure_1,manuscript_8693,MS_Rawl_liturg_f_16,MS. Rawl. liturg. f. 16,Rawl liturg,,MS_Rawl_liturg_f_16,,13 long lines,,125,125,125,90,90,90,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,65,65,44,44,44,mm,,,,,,,,,,,,
MS_Rawl_liturg_f_17_measure_1,manuscript_8694,MS_Rawl_liturg_f_17,MS. Rawl. liturg. f. 17,Rawl liturg,,MS_Rawl_liturg_f_17,,16 long lines,,169,169,169,117,117,117,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,91,91,59,59,59,mm,,,,,,,,,,,,
MS_Rawl_liturg_f_18_measure_1,manuscript_8695,MS_Rawl_liturg_f_18,MS. Rawl. liturg. f. 18,Rawl liturg,,MS_Rawl_liturg_f_18,,15 lines,,172,172,172,111,111,111,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,85,85,57,57,57,mm,,,,,,,,,,,,
MS_Rawl_liturg_f_19_measure_1,manuscript_8696,MS_Rawl_liturg_f_19,MS. Rawl. liturg. f. 19,Rawl liturg,,MS_Rawl_liturg_f_19,,16 long lines,,164,164,164,110,110,110,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,85,85,50,50,50,mm,,,,,,,,,,,,
MS_Rawl_liturg_f_2_measure_1,manuscript_8697,MS_Rawl_liturg_f_2,MS. Rawl. liturg. f. 2,Rawl liturg,,MS_Rawl_liturg_f_2,,17 long lines,,164,164,164,115,115,115,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,101,101,64,64,64,mm,,,,,,,,,,,,
MS_Rawl_liturg_f_20_measure_1,manuscript_8698,MS_Rawl_liturg_f_20,MS. Rawl. liturg. f. 20,Rawl liturg,,MS_Rawl_liturg_f_20,,15 long lines,,153,153,153,119,119,119,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,85,85,61,61,61,mm,,,,,,,,,,,,
MS_Rawl_liturg_f_21_measure_1,manuscript_8699,MS_Rawl_liturg_f_21,MS. Rawl. liturg. f. 21,Rawl liturg,,MS_Rawl_liturg_f_21,,14 long lines.,,132,132,132,125,125,125,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,81,81,56,56,56,mm,,,,,,,,,,,,
MS_Rawl_liturg_f_22_measure_1,manuscript_8700,MS_Rawl_liturg_f_22,MS. Rawl. liturg. f. 22,Rawl liturg,,MS_Rawl_liturg_f_22,,15 long lines,,155,155,155,100,100,100,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,86,86,56,56,56,mm,,,,,,,,,,,,
MS_Rawl_liturg_f_23_measure_1,manuscript_8701,MS_Rawl_liturg_f_23,MS. Rawl. liturg. f. 23,Rawl liturg,,MS_Rawl_liturg_f_23,,13 long lines,,145,145,145,103,103,103,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,69,69,52,52,52,mm,,,,,,,,,,,,
MS_Rawl_liturg_f_24_measure_1,manuscript_8702,MS_Rawl_liturg_f_24,MS. Rawl. liturg. f. 24,Rawl liturg,,MS_Rawl_liturg_f_24,,17 long lines,,169,169,169,120,120,120,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,98,98,60,60,60,mm,,,,,,,,,,,,
MS_Rawl_liturg_f_25_measure_1,manuscript_8703,MS_Rawl_liturg_f_25,MS. Rawl. liturg. f. 25,Rawl liturg,,MS_Rawl_liturg_f_25,,16 long lines.,,168,168,168,123,123,123,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,95,65,65,65,mm,,,,,,,,,,,,
MS_Rawl_liturg_f_27_measure_1,manuscript_8705,MS_Rawl_liturg_f_27,MS. Rawl. liturg. f. 27,Rawl liturg,,MS_Rawl_liturg_f_27,,15 long lines,,163,163,163,122,122,122,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,83,83,52,52,52,mm,,,,,,,,,,,,
MS_Rawl_liturg_f_28_measure_1,manuscript_8706,MS_Rawl_liturg_f_28,MS. Rawl. liturg. f. 28,Rawl liturg,,MS_Rawl_liturg_f_28,,17 long lines,,155,155,155,112,112,112,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,85,85,54,54,54,mm,,,,,,,,,,,,
MS_Rawl_liturg_f_29_measure_1,manuscript_8707,MS_Rawl_liturg_f_29,MS. Rawl. liturg. f. 29,Rawl liturg,,MS_Rawl_liturg_f_29,,14 long lines,,160,160,160,112,112,112,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,82,82,60,60,60,mm,,,,,,,,,,,,
MS_Rawl_liturg_f_3_measure_1,manuscript_8708,MS_Rawl_liturg_f_3,MS. Rawl. liturg. f. 3,Rawl liturg,,MS_Rawl_liturg_f_3,,15-16 long lines,,160,160,160,112,112,112,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,100/105,105,100,65,65,65,mm,,,,,,,,,,,,
MS_Rawl_liturg_f_30_measure_1,manuscript_8709,MS_Rawl_liturg_f_30,MS. Rawl. liturg. f. 30,Rawl liturg,,MS_Rawl_liturg_f_30,,15 long lines,,165,165,165,110,110,110,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,82,82,51,51,51,mm,,,,,,,,,,,,
MS_Rawl_liturg_f_30e_measure_1,manuscript_8710,MS_Rawl_liturg_f_30e,MS. Rawl. liturg. f. 30e,Rawl liturg,,MS_Rawl_liturg_f_30e,,19 long lines,,153,153,153,116,116,116,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,69,69,56,56,56,mm,,,,,,,,,,,,
MS_Rawl_liturg_f_30f_measure_1,manuscript_8711,MS_Rawl_liturg_f_30f,MS. Rawl. liturg. f. 30f,Rawl liturg,,MS_Rawl_liturg_f_30f,,17 long lines,,123,123,123,90,90,90,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,79,79,54,54,54,mm,,,,,,,,,,,,
MS_Rawl_liturg_f_31_measure_1,manuscript_8712,MS_Rawl_liturg_f_31,MS. Rawl. liturg. f. 31,Rawl liturg,,MS_Rawl_liturg_f_31,,18 long lines,,147,147,147,105,105,105,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,97,97,60,60,60,mm,,,,,,,,,,,,
MS_Rawl_liturg_f_32_measure_1,manuscript_8713,MS_Rawl_liturg_f_32,MS. Rawl. liturg. f. 32,Rawl liturg,,MS_Rawl_liturg_f_32,,2 col. of 19 lines,,168,168,168,117,117,117,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,105,105,76,76,76,mm,,,,,,,,,,,,
MS_Rawl_liturg_f_33_measure_1,manuscript_8714,MS_Rawl_liturg_f_33,MS. Rawl. liturg. f. 33,Rawl liturg,,MS_Rawl_liturg_f_33,,"1 col., 25 lines, 115-120 80",,162,162,162,110,110,110,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Rawl_liturg_f_34_measure_1,manuscript_8715,MS_Rawl_liturg_f_34,MS. Rawl. liturg. f. 34,Rawl liturg,,MS_Rawl_liturg_f_34,,17 long lines,,137,137,137,100,100,100,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,74,74,45,45,45,mm,,,,,,,,,,,,
MS_Rawl_liturg_f_37_measure_1,manuscript_8718,MS_Rawl_liturg_f_37,MS. Rawl. liturg. f. 37,Rawl liturg,,MS_Rawl_liturg_f_37,,"Ruled in purple ink with single vertical and double horizontal bounding lines, extending the full height and width of the page; 20 lines per page; prickings survive; written below the top line; written space: c. 92 62",,155,155,155,110,110,110,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Rawl_liturg_f_38_measure_1,manuscript_8719,MS_Rawl_liturg_f_38,MS. Rawl. liturg. f. 38,Rawl liturg,,MS_Rawl_liturg_f_38,,"1 col., 19 lines, 105 60",,153,153,153,105,105,105,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Rawl_liturg_f_39_measure_1,manuscript_8720,MS_Rawl_liturg_f_39,MS. Rawl. liturg. f. 39,Rawl liturg,,MS_Rawl_liturg_f_39,,18 long lines,,143,143,143,103,103,103,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,90,90,59,59,59,mm,,,,,,,,,,,,
MS_Rawl_liturg_f_4_measure_1,manuscript_8721,MS_Rawl_liturg_f_4,MS. Rawl. liturg. f. 4,Rawl liturg,,MS_Rawl_liturg_f_4,,"Ruled in ink with single vertical and double horizontal bounding lines, extending the full height and width of page; written below the top line; 23 lines per page; written space: c. 106 62",,165,165,165,108,108,108,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Rawl_liturg_f_5_measure_1,manuscript_8722,MS_Rawl_liturg_f_5,MS. Rawl. liturg. f. 5,Rawl liturg,,MS_Rawl_liturg_f_5,,19 long lines,,127,127,127,90,90,90,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,78,78,50,50,50,mm,,,,,,,,,,,,
MS_Rawl_liturg_f_6_measure_1,manuscript_8723,MS_Rawl_liturg_f_6,MS. Rawl. liturg. f. 6,Rawl liturg,,MS_Rawl_liturg_f_6,,14 long lines,,165,165,165,125,125,125,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,75,75,63,63,63,mm,,,,,,,,,,,,
MS_Rawl_liturg_f_7_measure_1,manuscript_8724,MS_Rawl_liturg_f_7,MS. Rawl. liturg. f. 7,Rawl liturg,,MS_Rawl_liturg_f_7,,18 long lines,,125,125,125,90,90,90,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,85,85,64,64,64,mm,,,,,,,,,,,,
MS_Rawl_liturg_g_1_measure_1,manuscript_8728,MS_Rawl_liturg_g_1,MS. Rawl. liturg. g. 1,Rawl liturg,,MS_Rawl_liturg_g_1,,15 long lines,,93,93,93,65,65,65,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,48,48,32,32,32,mm,,,,,,,,,,,,
MS_Rawl_liturg_g_11_measure_1,manuscript_8730,MS_Rawl_liturg_g_11,MS. Rawl. liturg. g. 11,Rawl liturg,,MS_Rawl_liturg_g_11,,13 long lines,,98,98,98,65,65,65,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,50,38,38,38,mm,,,,,,,,,,,,
MS_Rawl_liturg_g_12_measure_1,manuscript_8731,MS_Rawl_liturg_g_12,MS. Rawl. liturg. g. 12,Rawl liturg,,MS_Rawl_liturg_g_12,,"1 col., 15-17 lines, 55-60 40-50",,97,97,97,70,70,70,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Rawl_liturg_g_2_measure_1,manuscript_8732,MS_Rawl_liturg_g_2,MS. Rawl. liturg. g. 2,Rawl liturg,,MS_Rawl_liturg_g_2,,i + 2 + 274 + 3 + i fol. 105 75,,105,105,105,75,75,75,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Rawl_liturg_g_3_measure_1,manuscript_8733,MS_Rawl_liturg_g_3,MS. Rawl. liturg. g. 3,Rawl liturg,,MS_Rawl_liturg_g_3,,18 long lines,,115,115,115,80,80,80,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,66,66,47,47,47,mm,,,,,,,,,,,,
MS_Rawl_liturg_g_6_measure_1,manuscript_8736,MS_Rawl_liturg_g_6,MS. Rawl. liturg. g. 6,Rawl liturg,,MS_Rawl_liturg_g_6,,19 long lines.,,117,117,117,83,83,83,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,64,64,45,45,45,mm,,,,,,,,,,,,
MS_Rawl_liturg_g_7_measure_1,manuscript_8737,MS_Rawl_liturg_g_7,MS. Rawl. liturg. g. 7,Rawl liturg,,MS_Rawl_liturg_g_7,,24 long lines,,121,121,121,85,85,85,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,72,72,45,45,45,mm,,,,,,,,,,,,
MS_Rawl_liturg_g_8_measure_1,manuscript_8738,MS_Rawl_liturg_g_8,MS. Rawl. liturg. g. 8,Rawl liturg,,MS_Rawl_liturg_g_8,,13 long lines,,75,75,75,55,55,55,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,42,42,30,30,30,mm,,,,,,,,,,,,
