measurement UID,file URL,msID,shelfmark,collection,part,part ID,part type,text,leaves,leaf height,leaf height max,leaf height min,leaf width,leaf width max,leaf width min,leaf depth,leaf depth max,leaf depth min,leaf unit,roll height,roll height max,roll height min,roll width,roll width max,roll width min,roll unit,fragment height,fragment height max,fragment height min,fragment width,fragment width max,fragment width min,fragment unit,columns,columns max,columns min,column height,column height max,column height min,column width,column width max,column width min,column unit,writtenLines,writtenLines max,writtenLines min,written height,written height max,written height min,written width,written width max,written width min,written unit,ruledLines,rulesLines max,ruledLines min,ruled height,ruled height max,ruled height min,ruled width,ruled width max,ruled width min,ruled unit,rulingMedium,topLine
MS_Bodl_Rolls_10_measure_1,manuscript_1929,MS_Bodl_Rolls_10,MS. Bodl. Rolls 10,Bodl rolls,,MS_Bodl_Rolls_10,,9 membranes (one modern and some rebacked) 240 10.5-11,,,,,,,,,,,,240,240,240,10.5-11,10.5-11,10.5-11,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_Rolls_11_measure_1,manuscript_1930,MS_Bodl_Rolls_11,MS. Bodl. Rolls 11,Bodl rolls,,MS_Bodl_Rolls_11,,Written on both sides,,,,,,,,,,,,84,84,84,10.5,10.5,10.5,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_Rolls_12_measure_1,manuscript_1931,MS_Bodl_Rolls_12,MS. Bodl. Rolls 12,Bodl rolls,,MS_Bodl_Rolls_12,,A roll of three membranes (one modern) 84 10.5,,,,,,,,,,,,84,84,84,10.5,10.5,10.5,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_Rolls_15_measure_1,manuscript_1932,MS_Bodl_Rolls_15,MS. Bodl. Rolls 15,Bodl rolls,,MS_Bodl_Rolls_15,,"1 col., c. mm. wide102",,,,,,,,,,,,2560,2560,2560,155,155,155,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_Rolls_16_measure_1,manuscript_1933,MS_Bodl_Rolls_16,MS. Bodl. Rolls 16,Bodl rolls,,MS_Bodl_Rolls_16,,A roll of three membranes 62.25 4.75,,,,,,,,,,,,62.25,62.25,62.25,4.75,4.75,4.75,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_Rolls_2_measure_1,manuscript_1935,MS_Bodl_Rolls_2,MS. Bodl. Rolls 2,Bodl rolls,,MS_Bodl_Rolls_2,,"A roll of ten membranes (one modern, one backed with leather) c. 224 21-23",,,,,,,,,,,,c. 224,c. 224,c. 224,21-23,21-23,21-23,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_Rolls_21_measure_1,manuscript_1936,MS_Bodl_Rolls_21,MS. Bodl. Rolls 21,Bodl rolls,,MS_Bodl_Rolls_21,,"Made up of nine membranes, one of which is modern 252.5 11.5",,,,,,,,,,,,252.5,252.5,252.5,11.5,11.5,11.5,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_Rolls_22_measure_1,manuscript_1937,MS_Bodl_Rolls_22,MS. Bodl. Rolls 22,Bodl rolls,,MS_Bodl_Rolls_22,,65.75 11.25,,,,,,,,,,,,65.75,65.75,65.75,11.25,11.25,11.25,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_Rolls_25_measure_1,manuscript_1939,MS_Bodl_Rolls_25,MS. Bodl. Rolls 25,Bodl rolls,,MS_Bodl_Rolls_25,,"Made up of eleven membranes, one of which is modern. Kept in a cloth box 2"" square x 9.125"" 261 8.375",,,,,,,,,,,,261,261,261,8.375,8.375,8.375,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_Rolls_3_measure_1,manuscript_1941,MS_Bodl_Rolls_3,MS. Bodl. Rolls 3,Bodl rolls,,MS_Bodl_Rolls_3,,6 membranes + 1 modern membrane c. 4150 475,,,,,,,,,,,,4150,4150,4150,475,475,475,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_Rolls_5_measure_1,manuscript_1942,MS_Bodl_Rolls_5,MS. Bodl. Rolls 5,Bodl rolls,,MS_Bodl_Rolls_5,,A roll of fifteen membranes (of which one is modern) and one piece of leather 360 21-23,,,,,,,,,,,,360,360,360,21-23,21-23,21-23,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_Rolls_6_measure_1,manuscript_1943,MS_Bodl_Rolls_6,MS. Bodl. Rolls 6,Bodl rolls,,MS_Bodl_Rolls_6,,A roll of twenty-six membranes (one modern) 503 c. 13.75,,,,,,,,,,,,503,503,503,c. 13.75,c. 13.75,c. 13.75,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_Rolls_7_measure_1,manuscript_1944,MS_Bodl_Rolls_7,MS. Bodl. Rolls 7,Bodl rolls,,MS_Bodl_Rolls_7,,A roll of eleven membranes 312 c. 13.625-14,,,,,,,,,,,,312,312,312,c. 13.625-14,c. 13.625-14,c. 13.625-14,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_Rolls_9_measure_1,manuscript_1945,MS_Bodl_Rolls_9,MS. Bodl. Rolls 9,Bodl rolls,,MS_Bodl_Rolls_9,,Made up of five membranes 120 11.5,,,,,,,,,,,,120,120,120,11.5,11.5,11.5,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Broxb_1123_measure_1,manuscript_1949,MS_Broxb_1123,MS. Broxb. 112.3,Broxbourne,,MS_Broxb_1123,,c. 5280 260,,,,,,,,,,,,5280,5280,5280,260,260,260,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Broxb_843_measure_1,manuscript_1959,MS_Broxb_843,MS. Broxb. 84.3,Broxbourne,,MS_Broxb_843,,"1 col., c. 24–8 lines.",,295,295,295,215,215,215,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,c. 200–20,220,200,120,120,120,mm,,,,,,,,,,,,
MS_Broxb_854_measure_1,manuscript_1963,MS_Broxb_854,MS. Broxb. 85.4,Broxbourne,,MS_Broxb_854,,"1 col., 16 lines, written space 63–8 60",,123,123,123,105,105,105,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Broxb_856_measure_1,manuscript_1965,MS_Broxb_856,MS. Broxb. 85.6,Broxbourne,,MS_Broxb_856,,"1 col., 17 lines, written space 87–90 60",,127,127,127,90,90,90,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Broxb_857_measure_1,manuscript_1966,MS_Broxb_857,MS. Broxb. 85.7,Broxbourne,,MS_Broxb_857,,"Ruled in pale pink, single column, 22 lines per page, ruled space , writing above top line.133-4 81-2",,196,196,196,138,138,138,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Broxb_858_measure_1,manuscript_1967,MS_Broxb_858,MS. Broxb. 85.8,Broxbourne,,MS_Broxb_858,,"2 cols., 30–33 lines, column space 112–5 35–7",,148,148,148,103,103,103,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Broxb_894_measure_1,manuscript_1978,MS_Broxb_894,MS. Broxb. 89.4,Broxbourne,,MS_Broxb_894,,"Fols. v-x: 1 col., c. 31 lines, written space 150 115",297,230,230,230,170,170,170,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Broxb_894_measure_3,manuscript_1978,MS_Broxb_894,MS. Broxb. 89.4,Broxbourne,,MS_Broxb_894,,"Otherwise 2 cols., 36 lines, column space 145 45–50",297,230,230,230,170,170,170,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Broxb_894_measure_2,manuscript_1978,MS_Broxb_894,MS. Broxb. 89.4,Broxbourne,,MS_Broxb_894,,"Fols. 161–179: 1 col., 19 lines of script or 7 lines of script and 7 staves of music, or a variable mixture, written space .155–65 110",297,230,230,230,170,170,170,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Broxb_895_measure_1,manuscript_1979,MS_Broxb_895,MS. Broxb. 89.5,Broxbourne,,MS_Broxb_895,,"Ruled in 2 cols., c. 34–42 lines, column space 160–75 50",,208,208,208,150,150,150,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Buchanan_c_1_measure_1,manuscript_1985,MS_Buchanan_c_1,MS. Buchanan c. 1,Buchanan,,MS_Buchanan_c_1,,"28 lines ruled in pale brown ink, with single vertical bounding lines, extending the full height of the page, ruled on the flesh side of the leaves with an instrument which produced a scored line, but also often left a brown 'crayon' trace.",,351–3,353,351,256–7,257,256,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,224–5,225,224,146–52,152,146,mm,,,,230–2,232,230,146–9,149,146,mm,,
MS_Buchanan_c_1_measure_2,manuscript_1985,MS_Buchanan_c_1,MS. Buchanan c. 1,Buchanan,,MS_Buchanan_c_1,,"PRICKINGS are often visible in the upper and lower margins, and in the outer margin c.7 mm. below the bottom ruled line.",,351–3,353,351,256–7,257,256,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,224–5,225,224,146–52,152,146,mm,,,,230–2,232,230,146–9,149,146,mm,,
MS_Buchanan_d_4_measure_1,manuscript_1986,MS_Buchanan_d_4,MS. Buchanan d. 4,Buchanan,,MS_Buchanan_d_4,,"25 lines ruled in drypoint on the hair side, with double vertical bounding lines extending the full height of the leaf, the first and last horizontal extending the full width of the page; fol. 1 without visible prickings, ruled with 30 lines in pale brown ink, between double vertical bounding lines ruled the full height of the page (the outermost vertical significantly fainter); PRICKINGS usually visible in the fore-edge margin of quires I-II, pricked from the front of the quire to the back, and in the upper and lower margins throughout, pricked from the hair to the flesh side; the upper and lower margins occasionally re-pricked from the opposite side; quire II is pricked for 25 lines throughout; the second and centre bifolia of quire I (fols. 3 & 10, 6 & 7), however, have 31 prickings in the outer margin, of which the lowest 25 are pricked from the back of the quire to the front: thus it seems that after pricking for 25 lines, these two bifolia were inverted, the wide bottom margin now being at the top, necessitating the extra prickings in the upper margin; other bifolia also have double sets of pricking (e.g. lower margin of fols. 103 & 110, 107 & 108). 25 lines of text per page, written above top line",,234–6,236,234,147–9,149,147,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,151–2,152,151,83–91 (97),97,83,mm,,,,149–50,150,149,82–3,83,82,mm,,
MS_Buchanan_e_10_measure_1,manuscript_1987,MS_Buchanan_e_10,MS. Buchanan e. 10,Buchanan,,MS_Buchanan_e_10,,"19 lines ruled in red ink (in both calendar and text), between single vertical bounding lines extending the full height of the page, the top and bottom horizontal lines extending the full width of the page; no prickings visible. 18 lines of text per page.",,157–8,158,157,105,105,105,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,88,88,48,48,48,mm,,,,90–2,92,90,47–9,49,47,mm,,
MS_Buchanan_e_11_measure_1,manuscript_1988,MS_Buchanan_e_11,MS. Buchanan e. 11,Buchanan,,MS_Buchanan_e_11,,"18 lines ruled in pale red ink, between single vertical bounding lines extending the full height of the page, the top and bottom horizontals extending the full width of the page; quire XII is ruled with only 17 lines, and the bottom horizontal does not extend the full width; no prickings visible. 17 lines of text per page, quire XII with 16 lines of text.",,169–70,170,169,119–21,121,119,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,102,102,71,71,71,mm,,,,102–4,104,102,72–4,74,72,mm,,
MS_Buchanan_e_12_measure_2,manuscript_1989,MS_Buchanan_e_12,MS. Buchanan e. 12,Buchanan,,MS_Buchanan_e_12,,"Fols. 41r-43v ruled with 21 lines in a single column, between single vertical bounding lines extending the full height of the page, the top and bottom horizontals extending the full width of the page, 20 lines of text per page.",,162–3,163,162,111–3,13,111,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,30,30,30,mm,,,,100–2 (104–6 in the calendar) 113,106 113,100 113,67–70 82,70 82,67 82,mm mm,,
MS_Buchanan_e_12_measure_1,manuscript_1989,MS_Buchanan_e_12,MS. Buchanan e. 12,Buchanan,,MS_Buchanan_e_12,,"31 lines ruled in pale red ink, in two columns, each with single vertical bounding lines extending the full height of the page, the top and bottom horizontal extending the full width of the page; each column 31–2 mm. wide, the intercolumnar space 6–7 mm.; the calendar ruled with 32 lines per page, in two columns, each column 31–3 mm wide; the intercolumnar space 6–7 mm. wide; prickings survive only at the fore-edge of fol. 3. 30 lines of text per page; the calendar with 31 lines of text per page, and because the names of the months are the first written line of each column, months with 31 days extend below the bottom ruled line.",,162–3,163,162,111–3,13,111,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,30,30,30,mm,,,,100–2 (104–6 in the calendar) 113,106 113,100 113,67–70 82,70 82,67 82,mm mm,,
MS_Buchanan_e_13_measure_1,manuscript_1990,MS_Buchanan_e_13,MS. Buchanan e. 13,Buchanan,,MS_Buchanan_e_13,,"16 lines ruled in pale red ink, between single vertical bounding lines extending the full height of the page, the top and bottom horizontals usually extending the full width of the page; no prickings visible. 15 lines of text per page.",,155–6,156,155,103,103,103,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,93–4,94,93,59–65,65,59,mm,,,,95–6,96,95,61–2,62,61,mm,,
MS_Buchanan_e_14_measure_1,manuscript_1991,MS_Buchanan_e_14,MS. Buchanan e. 14,Buchanan,,MS_Buchanan_e_14,,"28 lines ruled in pale red ink, between single vertical bounding lines extending the full height of the page, the top and bottom horizontal extending the full width of the page; ; in the calendar, months with 30 days have 32 ruled lines, those with 31 days have an extra line ruled at the bottom of the column to accommodate the extra day; prickings frequently survive at the fore-edge. 27 lines of text per page; the calendar with up to 31 lines of text per page.",,208–12,212,208,137–140,140,137,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,142,142,72,72,72,mm,,,,143–5 166–74,145 174,143 166,72–4 72–4,74 74,72 72,mm mm,,
MS_Buchanan_e_15_measure_1,manuscript_1992,MS_Buchanan_e_15,MS. Buchanan e. 15,Buchanan,,MS_Buchanan_e_15,,"27 lines ruled in very pale brown ink, virtually invisible in places, between single vertical bounding lines extending the full height of the page; 27 lines of text per page, written above the top ruled line; each leaf with a single pricking near the fore-edge, about 5 mm. below the bottom line of text, and another near the lower gutter corner, to the left of the vertical bounding line.",,214–5,215,214,143–4,144,143,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,138–41,141,138,85–8 ,88,85,mm,,,, 138–9,139,138,83–4,84,83,mm,,
MS_Buchanan_e_18_measure_1,manuscript_1993,MS_Buchanan_e_18,MS. Buchanan e. 18,Buchanan,,MS_Buchanan_e_18,,"19 lines ruled in very pale red ink (fols. 15r-20v ruled with only 18 lines), between single vertical bounding lines extending the full height of the page, the top and bottom horizontal lines extending the full width of the page; no prickings visible. 18 lines of text per page (fols. 15r-20v with 17 lines per page).",,175,175,175,125,125,125,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,92,92,61,61,61,mm,,,,93,93,93,60,60,60,mm,,
MS_Buchanan_e_2_measure_1,manuscript_1994,MS_Buchanan_e_2,MS. Buchanan e. 2,Buchanan,,MS_Buchanan_e_2,,"15 lines ruled in pale brown ink, with single vertical bounding lines extending the full height of the page; the top, and occasionally the bottom one or two horizontals ruled the full width of the page; the ruled area 89–90 × 54–5 mm.; the calendar with 16 lines per page, between single verticals ruled the full height of the page (occasionally in purple ink, e.g. fol. 11r), the top and bottom horizontal ruled the full width, double verticals each side of the column which contains the 'S''/'S'e' abbreviation of Saint/Sainte before the saints' names. 14 lines of text per page.",,162–3,163,162,104–6,106,104,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,88–9,89,88,52–7,57,52,mm,,,,92–4,94,92,52–4,54,52,mm,,
MS_Buchanan_e_3_measure_1,manuscript_1995,MS_Buchanan_e_3,MS. Buchanan e. 3,Buchanan,,MS_Buchanan_e_3,,"26 lines ruled in pale red ink, with single vertical bounding lines extending the full height of the page, the top and bottom horizontals ruled the full width; the calendar with 32 lines per page); no prickings survive. 25 lines of text per page.",,195,195,195,125,125,125,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,113,113,65,65,65,mm,,,,115,115,115,65,65,65,mm,,
MS_Buchanan_e_4_measure_2,manuscript_1996,MS_Buchanan_e_4,MS. Buchanan e. 4,Buchanan,,MS_Buchanan_e_4,,The calendar ruled for 33 lines per page.,,205,205,205,135,135,135,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,115,115,68,68,68,mm,,,,117–120 127,120 127,117 127,62–72 (usually c.68) 68,72 68,62 68,mm mm,,
MS_Buchanan_e_4_measure_3,manuscript_1996,MS_Buchanan_e_4,MS. Buchanan e. 4,Buchanan,,MS_Buchanan_e_4,,"PRICKINGS do not survive, except in quire XXV (fols. 189–194). 19 lines of text per page",,205,205,205,135,135,135,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,115,115,68,68,68,mm,,,,117–120 127,120 127,117 127,62–72 (usually c.68) 68,72 68,62 68,mm mm,,
MS_Buchanan_e_4_measure_1,manuscript_1996,MS_Buchanan_e_4,MS. Buchanan e. 4,Buchanan,,MS_Buchanan_e_4,,"20 lines ruled in pale red ink, with single vertical bounding lines extending the full height of the page, the top and bottom horizontals extending the full width of the page.",,205,205,205,135,135,135,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,115,115,68,68,68,mm,,,,117–120 127,120 127,117 127,62–72 (usually c.68) 68,72 68,62 68,mm mm,,
MS_Buchanan_e_5_measure_1,manuscript_1997,MS_Buchanan_e_5,MS. Buchanan e. 5,Buchanan,,MS_Buchanan_e_5,,"18 lines ruled in pale red ink, with single vertical bounding lines extending the full height of the page, the top and bottom horizontal lines extending the full width of the page; no prickings visible. 17 lines of text per page",,194–6,196,194,131–2,132,131,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,98,98,62,62,62,mm,,,,100–1,101,100,62–3,63,62,mm,,
MS_Buchanan_e_7_measure_1,manuscript_1998,MS_Buchanan_e_7,MS. Buchanan e. 7,Buchanan,,MS_Buchanan_e_7,,"14 lines ruled partly in pale grey-blue ink (quires I-VIII, XIV-XX), and partly in pale brown (the remainder), between single vertical bounding lines extending the full height of the page, 13 lines of text per page (the calendar with 18 ruled lines, for 17 lines of text per page; with five verticals ruled in leadpoint, all extending the full height of the page); single PRICKINGS are present in the fore-edge margin, c.4–5 mm below the bottom ruled line.",,137–9,139,137,91–4,94,91,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,66,66,41,41,41,mm,,,,68–9,69,68,41–2,42,41,mm,,
MS_Buchanan_e_8_measure_1,manuscript_1999,MS_Buchanan_e_8,MS. Buchanan e. 8,Buchanan,,MS_Buchanan_e_8,,"19 lines ruled in pale red ink (17 ruled lines in quire XIX, fols. 126r-133v) between single vertical bounding-lines extending the full height of the page, the top and bottom horizontal line ruled the full width of the page; the added leaves (fols. 1–3, 152) ruled with 19–21 lines in pale leadpoint, and frame-ruled in pale red ink, extending towards the edges of the page. 18 lines of text per page (16 lines of text in quire XIX); the added leaves with 18–20 lines of text per page. PRICKINGS occasionally survive at the fore-edge.",,134–6,136,134,94–7,97,94,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,77,77,47,47,47,mm,,,,79–82 101–5,82 105,79 101,47–50 61–4,50 64,47 61,mm mm,,
MS_Buchanan_e_9_measure_1,manuscript_2000,MS_Buchanan_e_9,MS. Buchanan e. 9,Buchanan,,MS_Buchanan_e_9,,"16 lines ruled in pale red ink (the calendar with 18 lines ruled) between single vertical bounding lines extending the full height of the page, the first and last horizontal extending the full width of the page; 15 lines of text per page (the calendar with 17 lines); no prickings visible.",,171–3,183,171,136–8,138,136,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,88,88,60,60,60,mm,,,,89–90,90,89,61–3,63,61,mm,,
MS_Buchanan_f_1_measure_1,manuscript_2001,MS_Buchanan_f_1,MS. Buchanan f. 1,Buchanan,,MS_Buchanan_f_1,,"22 lines ruled in pale brown ink, between single vertical bounding lines, usually so faint as to be almost invisible; prickings frequently visible in upper and lower margins, also occasionally at the fore-edge, e.g. fol. 162. 21 lines of text per page. The litany of saints written (but not ruled) in two columns.",,159–60,160,159,116–8,118,116,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,93,93,65,65,65,mm,,,,95–6,96,95,65–6,66,65,mm,,
MS_Buchanan_f_2_measure_1,manuscript_2002,MS_Buchanan_f_2,MS. Buchanan f. 2,Buchanan,,MS_Buchanan_f_2,,"19 lines ruled in brown ink, between single vertical bounding lines extending the full height of the page, the litany in two columns with double vertical ruling lines each side of each column, extending the full height of the page; the calendar with 21 lines ruled in purple, with 6 verticals, 5 of them extending the full height of the page; prickings are frequently visible in the lower margin, and occasionally at the fore-edge.18 lines of text per page, the calendar with 20 lines of text per page.",,158–61,161,158,107–9,109,107,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,97–100,100,97,70–6,76,70,mm,,,,101–4 101–3,104 103,101 101,68–70 80–4,70 84,68 80,mm mm,,
MS_Buchanan_f_3_measure_1,manuscript_2003,MS_Buchanan_f_3,MS. Buchanan f. 3,Buchanan,,MS_Buchanan_f_3,,"16 lines ruled in pale purple ink (a brighter tone in the calendar), between single vertical bounding lines extending the full height of the page, the top two and bottom two horizontal lines ruled the full width of the page; the calendar with all five verticals ruled the full height of the page); prickings frequently survive in all margins, about 10 mm. from the lower edge in the lower margin, the penultimate horizontal ruled line with a double pricking at the fore-edge. 15 lines of text per page.",,152–3,153,152,106–9,109,106,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Buchanan_f_3_measure_3,manuscript_2003,MS_Buchanan_f_3,MS. Buchanan f. 3,Buchanan,,MS_Buchanan_f_3,,Calendar: ruled space 94–5 81–2,,152–3,153,152,106–9,109,106,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Buchanan_f_3_measure_2,manuscript_2003,MS_Buchanan_f_3,MS. Buchanan f. 3,Buchanan,,MS_Buchanan_f_3,,"Ruled space , written space 87–90 60–1 86 61",,152–3,153,152,106–9,109,106,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Buchanan_f_3_measure_4,manuscript_2003,MS_Buchanan_f_3,MS. Buchanan f. 3,Buchanan,,MS_Buchanan_f_3-part2,,"ruled in brown ink with single vertical bounding lines extending the full height of the page, but horizontal lines are not visible (not ruled?), the 'pricked height' is 103 mm., the written height 100 mm., the ruled width 63 mm.; pricked with five regularly-spaced prickings in the fore-edge margin (alongside the notional bottom horizontal ruled line, and, counting from the bottom, the sixth, twelfth, eighteenth, and twenty-fourth lines), perhaps indicating the (intended?) use of a six-nibbed ruling implement; written with 23 lines of text per page",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Buchanan_f_4_measure_1,manuscript_2004,MS_Buchanan_f_4,MS. Buchanan f. 4,Buchanan,,MS_Buchanan_f_4,,"30 lines ruled in very faint (often invisible) grey or brown ink, in two columns, each with single vertical bounding lines, ruled in plummet, extending the full height of the page; each column 30–2 mm. wide, the intercolumnar space c.8 mm. wide. 29 lines of text per page",,144–5,145,144,99–102,102,99,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,95–6,96,95,69–70,70,69,mm,,,,97–9,99,97,69–71,71,69,mm,,
MS_Buchanan_g_1_measure_2,manuscript_2005,MS_Buchanan_g_1,MS. Buchanan g. 1,Buchanan,,MS_Buchanan_g_1,,"The calendar with 16 ruled lines, with single vertical bounding lines extending the full height of the page. 16 lines of text per page (all but the start of February written above the top ruled line)",,117–8,118,117,89–90,90,89,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,63–4,64,63,45–60,60,45,mm,,,,65 69–70,65 70,65 69,45–6 45–6,46 46,45 45,mm mm,,
MS_Buchanan_g_1_measure_1,manuscript_2005,MS_Buchanan_g_1,MS. Buchanan g. 1,Buchanan,,MS_Buchanan_g_1,,"15 lines ruled in pale brown ink, between single vertical bounding lines extending the full height of the page, the horizontals possibly ruled with a multi-nibbed implement (see e.g. fols. 2r, 116r, 139r, where the horizontals all overshoot the vertical bounding line by about the same distance); single prickings in the fore-edge margin, about 4 mm. (i.e. one line's height) below the bottom horizontal ruled line, and in the lower gutter margin, perhaps for registering the ruling implement; 14 lines of text per page",,117–8,118,117,89–90,90,89,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,63–4,64,63,45–60,60,45,mm,,,,65 69–70,65 70,65 69,45–6 45–6,46 46,45 45,mm mm,,
MS_Buchanan_g_2_measure_1,manuscript_2006,MS_Buchanan_g_2,MS. Buchanan g. 2,Buchanan,,MS_Buchanan_g_2,,"19 lines ruled in plummet, between a single vertical bounding line to the right, and double lines to the left to guide the placement of verse initials, the verticals extending the full height of the page, the first two and last two horizontals extending the full width of the page; ; prickings frequently survive at all three outer edges. 18 lines of text per page",,110–5,115,110,80–5 ,85,80,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,68–70,70,68,47–51,51,47,mm,,,,70,70,70,50,50,50,mm,,
MS_Buchanan_g_2_measure_2,manuscript_2006,MS_Buchanan_g_2,MS. Buchanan g. 2,Buchanan,,MS_Buchanan_g_2,,"There are up to 31 lines of writing in the calendar, but ruling lines are not visible",,110–5,115,110,80–5 ,85,80,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,68–70,70,68,47–51,51,47,mm,,,,70,70,70,50,50,50,mm,,
MS_Buchanan_g_3_measure_1,manuscript_2007,MS_Buchanan_g_3,MS. Buchanan g. 3,Buchanan,,MS_Buchanan_g_3,,"33 lines ruled in very pale brown ink, in two columns, each column between single vertical bounding lines extending the full height of the page; the inter-columnar space c.6 mm.; single PRICKINGS survive in the upper fore-edge margin, 4–5 mm. above the top ruled line. 32 lines of text per page; the written space of each column 74–6 × 23–4 mm.",,73–5,75,73,104–5 mm.; the decoration cropped in all three outer margins.,105,104,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76–7,77,76,54–5,55,45,mm,,
MS_Buchanan_g_4_measure_1,manuscript_2008,MS_Buchanan_g_4,MS. Buchanan g. 4,Buchanan,,MS_Buchanan_g_4,,"14 lines ruled in very pale brown ink, sometimes almost invisible, between single vertical bounding lines extending the full height of the page; single PRICKINGS visible, often a Y-shaped puncture, in the fore-edge margin c.4 mm. below the bottom ruled line. 13 lines of text per page",,93–4,94,93,67–8,68,67,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,52–3,53,52,34–7,37,34,mm,,,,54–5,55,54,35–6,36,35,mm,,
