metadata: hand UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,overview: hands,overview: total hands,person: scribe ref,person: hand ID,person: person(s),person: person ID(s),locus: scope,locus: n,locus: locus,locus: from,locus: to,date: date,date: when,date: not before,date: not after,date: certainty,date: calendar,palaeography: script,palaeography: execution,palaeography: medium,palaeography: terms,palaeography: desc,palaeography: char,palaeography: characters,palaeography: ligature,palaeography: abbreviations,palaeography: corrections,palaeography: punctuation,palaeography: nota,palaeography: language
_hand_1,manuscript_1,,,"Cambridge, University Library, MS Dd.5.53",part,,,ff. 10r-89r have been written by a single scribe (perhaps the same scribe that copied Part 2) writing in a Gothic cursive script with both Secretary Anglicana features.,,,,,,,1.0,10r-89r,10r,89r,,,,,,,Cursiva,,,Secretary; Anglicana,,,,,,,,,
_hand_1,manuscript_1,,,,manuscript,,,"'As regards handwriting, Ll.1.18 at first gives the impression that it was the work of many hands, but (apart from very minor marginal additions) there were in fact only three: A, who wrote the bulk of the manuscript, probably over a period of time; B, who collaborated fleetingly with A early on, and who reappears to contribute a short later addition; and C, who appears in one quire only, a distinct booklet that A took into his compilation, and went on to use himself. Hand A's successive stints are often clearly discernible in frequent changes of pen or ink (or both), and his work shows signs of having been carried on intermittently, and probably in informal circumstances, as exemplars sporadically became available. The hands of all three scribes show variable mixtures of current anglicana and secretary features characteristic of the latter half of the fifteenth century, and both the duct and the selection of features in A's contributions were clearly affected by language, text type and the space available on the page.' Booklet 1: Hand A throughout, except for f. 16v and part of 17r, by Hand B Booklet 2: Hand A throughout Booklet 3: Hand A throughout Booklet 4: Hand A throughout, except for the recipe for sweating sickness added to f. 130v by Hand B Booklet 5: Hand C throughout, except for ff. 149v-150v, where Hand A reappears Beadle (2017), p. 101",3.0,,,,,,,,,,,,,,,,cursiva,,,anglicana; secretary,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, University Library, MS Hh.6.11",manuscript,,MS-HH-00006-00011,Northern textualis,,,,,,,,,,,,,,,,,textualisNorthern,,,textualis,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, University Library, MS Kk.1.6",part,,,"Scribe A, Richard Fox, copied f. 1r (fragmentary table of contents), and ff. 194r-214v in a script with the overall appearance ofAnglicana (e.g. double-compartment 'a' and hour-glass shaped 'g'), but with a strong Secretary influence: note the regular use of an open 'w' (alongside the Anglicana 'w' that is closed by two bows); the consistent use of 'r' on the baseline, often 2-shaped, and the absence of the Anglicana long-r; and the lack of loops on ascenders. Also note the dominant 8-shaped 's' at the end of words, perhaps a stylized kidney-shaped Secretary 's', with the occasional occurence of Anglicana sigma-shaped 's'.",,,,,,,2.0,1r; 194r-214v,1r 194r,1r 214v,,,,,,,cursivaAntiquior,,,Anglicana; Secretary,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, University Library, MS Dd.4.24",manuscript,,MS-DD-00004-00024,"All of the text, rubrics, and corrections are written by a single hand in Anglicana formata, influenced occasionally by Bastard Anglicana, which is used mainly in the rubrics. Signed 'Wytton' on ff. 39r, 47r, 67r and 92r. For a detailed profile and description of the hand, as well as discussion of various theories as to the identification of 'Wytton', see Da Rold, The Dd Manuscript: Palaeographical considerations (2013).",,,,,,,4.0,39r; 47r; 67r; 92r,39r 47r 67r 92r,39r 47r 67r 92r,,,,,,,cursivaAntiquior,,,Anglicana formata; Bastard Anglicana,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, University Library, MS Dd.15.15",part,,,"Folios i recto-iii recto written in a current mixed Anglicana and Secretary script in the 15th century, perhaps by the same hand as ff. 167r-170r.",,,hand-5,,,minor,2.0,i recto-iii recto; 167r-170r,i recto 167r,iii recto 170r,,,,,,,cursiva,,,mixed Anglicana and Secretary,,,,,,,,,
_hand_1,manuscript_1,,,,manuscript,,,"Written in a cursive script with some humanistic features, using pale brown ink. See Rundle (2019), p. 287, for a detailed description.",,,,,,,,,,,,,,,,,humanisticaCursiva,,,,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, University Library, MS Dd.11.45",part,,,Written in a single hand writing in a cursive script with both Anglicana and Secretary features.,,,,,,,,,,,,,,,,,Cursiva,,,Anglicana; Secretary,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, University Library, MS Hh.6.13",part,,,Written by a single hand in Anglicana script.,,,,,,,,,,,,,,,,,cursivaAntiquior,,,Anglicana,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, University Library, MS Gg.6.3",manuscript,,MS-GG-00006-00003,Copied by various hands in cursive scripts with Anglicana features.,,,,,,,,,,,,,,,,,cursivaAntiquior,,,Anglicana,,,,,,,,,
_hand_1,manuscript_1,,,,manuscript,,MS-DD-00001-00014,Written in littera textualis by a single scribe.,,,,,,,,,,,,,,,,,textualisSouthern,,,littera textualis,,,,,,,,,
_hand_1,manuscript_1,,,,manuscript,,MS-DD-00005-00078-003,"A single hand is responsible for the words and music throughout, identified as that of Mathew Holmes. The rubrics are written in italic and secretary hands.",,,,,,major,,,,,,,,,,,,,,italic; secretary,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Trinity College, MS R.14.41",part,,,Copied in several 16th-century cursive scripts with both anglicana and secretary features.,,,,,,,,,,,,,,,,,cursiva,,,anglicana; secretary,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Trinity College, MS O.7.23",manuscript,,MS-TRINITY-COLLEGE-O-00007-00023,"Folios 1r-43v, 48r-67v, 68v-77v, 79r, 80r-80v, have been copied by one or two very similar cursive hand with both secretary and anglicana features.",,,,,,,5.0,1r-43v; 48r-67v; 68v-77v; 79r; 80r-80v,1r 48r 68v 79r 80r,43v 67v 77v 79r 80v,,,,,,,cursiva,,,secretary; anglicana,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Trinity College, MS O.2.13",part,,,The main text is copied by (?)1 hand working in an italic script.,,,,,,,,,,,,,,,,,humanisticaCursiva,,,italic,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Trinity College, MS O.7.20",part,,,Folios 1:1r-1:6v were copied by a single hand writing in a cursive script with both anglicana and secretary.,,,,,,,1.0,1:1r-1:6v,1:1r,1:6v,,,,,,,cursiva,,,anglicana; secretary,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Trinity College, MS R.14.52",manuscript,,MS-TRINITY-COLLEGE-R-00014-00052,"The original manuscript has been copied by a single scribe, the so-called 'Hammond Scribe' (see Origin), in a cursive script with both anglicana and secretary features.",,,,,,,,,,,,,,,,,cursiva,,,anglicana; secretary,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Trinity College, MS O.7.31",manuscript,,MS-TRINITY-COLLEGE-O-00007-00031,"The breviary has been written by a single 15th-century hand writing in a semi-formal version of secretary script, comprising typical secretary letter forms but a more punctilious formation of minims (akin to Anglicana formata).",,,,,,,,,,,,,,,,,textualisNorthern,,,secretary,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Trinity College, MS R.14.44",part,,,Pages 1-109 have been copied by a single 15th-century scribe writing in a cursive script with both anglicana and secretary features.,,,,,,,1.0,1-109,1.0,109.0,,,,,,,cursiva,,,anglicana; secretary,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Trinity College, MS O.9.10",manuscript,,MS-TRINITY-COLLEGE-O-00009-00010,"The manuscript has been copied in an anglicana script by the Franciscan friar John Holbeach [Holbeche] (fl. 1411) (see Origin for further details on Holbeach). It is possible, as Winston Black suggests (see the introduction to this catalogue record), that Holbeach added to a pre-existing combined herbal and lapidary on ff. 89-113). However, this is uncertain: the apparent differences between the handwriting in this part and the rest of the manuscript may have arisen from Holbeach's use of a darker ink and a quill with a broader nib, as well as an initial intention to imitate the style of the handwriting and decoration of his exemplar.",,,,,,,1.0,89-113,89r,113v,,,,,,,cursivaAntiquior,,,anglicana,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Trinity College, MS R.14.51",manuscript,,MS-TRINITY-COLLEGE-R-00014-00051,"The texts on ff. i verso, ii recto, and 95r were added by a scribe who produced a 15th-century cursive script with both Anglicana and Secretary features.",,,,,,,,,,,,,,,,,cursiva,,,Anglicana; Secretary,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Trinity College, MS O.9.39",part,,,Pages 1:1-1:34 have been copied by a single hand in a neat small anglicana script.,,,,,,,1.0,1:1-1:34,1:1,1:34,,,,,,,cursivaAntiquior,,,anglicana,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Trinity College, MS O.3.11",manuscript,,MS-TRINITY-COLLEGE-O-00003-00011,"Folios 1v-157r and 177v-178v are copied by a scribe in a cursive hand with both anglicana and secretary features from the reign of Edward IV; the scribe, known as the Hammond Scribe, is also the principal hand in and the second hand in Cambridge, Trinity College MS R.14.52. To date, their hand has been identified in fifteen manuscripts. (see Mooney (1995), p. 109). Cambridge, Trinity College, MS R.3.21",,,,,,,2.0,1v-157r; 177v-178v,1v 177v,157r 178v,,,,,,,cursiva,,,anglicana; secretary,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Trinity College, MS O.8.2",part,,,Copied by a single hand in a neat textualis script.,,,,,,,,,,,,,,,,,northernTextualis,,,textualis,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Trinity College, MS O.2.49",manuscript,,MS-TRINITY-COLLEGE-O-00002-00049,ff. 1r-99v have been copied by one or two hands writing a cursive script with both anglicana and secretary features.,,,,,,,,,,,,,,,,,cursiva,,,anglicana; secretary,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Trinity College, MS R.14.31",part,,,Written in an informal script with a mixture of anglicana and secretary features.,,,,,,,,,,,,,,,,,cursiva,,,,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Trinity College, MS O.1.57",part,,,Folio 1:4r was copied in a cursive script with anglicana features.,,,,,,,1.0,1:4r,1:4r,1:4r,,,,,,,cursivaAntiquior,,,anglicana,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Trinity College, MS R.14.32",part,,,Folios 1r-148v were largely copied by one hand working in a cursive script with both anglicana and secretary features.,,,,,,,,,,,,,,,,,cursiva,,,anglicana; secretary,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Trinity College, MS O.2.47",manuscript,,MS-TRINITY-COLLEGE-O-00002-00047,"Latin text written in an anglicana script with some secretary features. Double-compartment a. Loops on the ascenders of b, d, h, l. Long-s typically at the beginning of a word and 6-shaped-s typically at the end of the word. Descenders of f and long-s typically drop below the baseline.",,,,,,,,,,,,,,,,,cursivaAntiquior,,,anglicana; secretary,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Trinity College, MS O.2.53",manuscript,,MS-TRINITY-COLLEGE-O-00002-00053,"Written by numerous hands writing anglicana or secretary scripts, or combinations of these two, or in a version of chancery script.",,,,,,,,,,,,,,,,,cursiva,,,anglicana; secretary; chancery,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Trinity College, MS O.8.35",manuscript,,MS-TRINITY-COLLEGE-O-00008-00035,"The manuscript has been largely (ff. 1r-124r) written by a single hand working in a cursive script with both anglicana, secretary features, and Bastarda. This script may also be described as a combination of Gothica Hybrida and Gothica Semihybrida.",,,,,,,1.0,1r-124r,1r,124r,,,,,,,cursiva,,,anglicana; secretary; Bastarda; Gothica Hybrida; Gothica Semihybrida,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Trinity College, MS B.14.19",part,,,The Chastising of God's Children on ff. 4r-66r was copied by a single hand in a Textualis script with anglicana features.,,,,,,,1.0,4r-66r,4r,66r,,,,,,,textualisNorthern,,,Textualis; anglicana,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Trinity College, MS R.3.20",manuscript,,MS-TRINITY-COLLEGE-R-00003-00020,"A poetic anthology copied in a cursive script with both secretary and anglicana features by the hand of the scribe . John Shirley (?1366-1456)Shirley, John, 1366?-1456",,,,,,,,,,,,,,,,,cursiva,,,secretary; anglicana,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Trinity College, MS O.8.36",manuscript,,MS-TRINITY-COLLEGE-00008-00036,Copied by one or two hands writing in a cursive script with both secretary and anglicana features.,,,,,,,,,,,,,,,,,cursiva,,,secretary; anglicana,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Trinity College, MS O.1.71",manuscript,,MS-TRINITY-COLLEGE-O-00001-00071,Folios e verso-155v copied by a single hand working in a chancery anglicana script.,,,,,,,,,,,,,,,,,cursivaAntiquior,,,anglicana,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Trinity College, MS O.1.65",part,,,"Copied by several humanistic cursive hands, but one that has copied most of the French recipes has also copied the larger part of Part 2 of this manuscript; and Part 2 of . Cambridge, Trinity College, MS O.1.13",,,,,,,,,,,,,,,,,humanisticaCursiva,,,humanistic cursive,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Trinity College, MS R.14.29",part,,,"Folios 2r-119v have been copied by hand working in a Northern Textualis script, possibly also writing the texts on ff. 1v, 119v-121v.",,,,,,,,,,,,,,,,,northernTextualis,,,Northern Textualis,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Trinity College, MS R.14.39",part,,,Copied by various hands working in humanistic cursive scripts.,,,,,,,,,,,,,,,,,humanisticaCursiva,,,humanistic cursive,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Trinity College, MS O.8.31",part,,,"Folios 1r-108v written in anglicana by a single scribe. Double-compartment a, loops on b h, k, l, 6-shaped s at the end of a word.",,,,,,,1.0,1r-108v,1r,108v,,,,,,,cursivaAntiquior,,,anglicana,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Trinity College, MS O.1.77",manuscript,,MS-TRINITY-COLLEGE-O-00001-00077,"Main-text spaces of folios 1r-199v written in anglicana by Honkapohja 'Hand A'. Honkapohja summarised previous comments on this scribe and noted that M.R. James describes the work of this scribe as 'roughly written', and Voigts described the hand as 'pointed'. Honkapohja also believes this scribe to be responsible for the rubrics written in a more formal grade of anglicana throughout the volume. See Honkapohja (2013) for a detailed analysis of this scribe's work in this manuscript. 'Hand A' uses single- and double-compartment a, looped ascenders on b, d, h, and l and multiple forms of s. The letter h has an elongated 'leg' or second minim that drops well below the baseline. The letter y has a long diagonal descender with a tail that terminates with a flick to the right. M.R. James, The Western Manuscripts in the Library of Trinity College, Cambridge: A Descriptive Catalogue, Volume III (Cambridge, 1902)See IMEP 11, pp. 84-85 and 157 (Cambridge, Trinity College, MS O.1.77 *[1], *[6], *[A35] *[A36] A. Honkapohja, 'The Trinity Seven Planets', Scholarly Editing, 34 (2013)",,,,,,,1.0,1r-199v,1r,199v,,,,,,,cursivaAntiquior,,,anglicana; anglicana,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Trinity College, MS O.9.37",manuscript,,MS-TRINITY-COLLEGE-O-00009-00037,The original texts in this manuscript were copied by a single hand writing in a cursive script with both anglicana and secretary features.,,,,,,,,,,,,,,,,,cursiva,,,anglicana; secretary,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Trinity College, MS O.1.13",part,,,Largely copied by a one or two hands writing in an anglicana script but with secretary features.,,,,,,,,,,,,,,,,,cursiva,,,anglicana; secretary,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Trinity College, MS O.9.32",manuscript,,MS-TRINITY-COLLEGE-O-00009-00032,The manuscript has been copied by a single scribe working in a late 15th- or early 16th-century hand with both anglicana and secretary features.,,,,,,,,,,,,,,,,,cursiva,,,anglicana; secretary,,,,,,,,,
_hand_1,manuscript_1,,,"Cambridge, Trinity College, MS VI.18.2",manuscript,,MS-TRINITY-COLLEGE-VI-00018-00002,Printed in blackletter.,,,,,,,,,,,,,,,,,cursive,,,blackletter,,,,,,,,,
