measurement UID,file URL,msID,shelfmark,collection,part,part ID,part type,layout or extent,text,leaves,leaf height,leaf height max,leaf height min,leaf width,leaf width max,leaf width min,leaf depth,leaf depth max,leaf depth min,leaf unit,roll height,roll height max,roll height min,roll width,roll width max,roll width min,roll unit,fragment height,fragment height max,fragment height min,fragment width,fragment width max,fragment width min,fragment unit,columns,columns max,columns min,column height,column height max,column height min,column width,column width max,column width min,column unit,writtenLines,writtenLines max,writtenLines min,written height,written height max,written height min,written width,written width max,written width min,written unit,ruledLines,rulesLines max,ruledLines min,ruled height,ruled height max,ruled height min,ruled width,ruled width max,ruled width min,ruled unit,rulingMedium,topLine
MS_Add_A_263_measure_2,manuscript_47,MS_Add_A_263,MS. Add. A. 263,Add A,,MS_Add_A_263-part1,,tei:layout,Ruled in ink for 34 lines; fols. 44r–48r written in two columns. Ruled space 190 120–5,,,,,,,,,,,,,,,,,,,,,,,,,,1 2,2,1,,,,,,,,34,34,34,,,,,,,,,,,190,190,190,120–5,125,120,mm,ink,
MS_Add_A_263_measure_5,manuscript_47,MS_Add_A_263,MS. Add. A. 263,Add A,,MS_Add_A_263-part2,,tei:layout,Fols. 62r-64r written above top line.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,above
MS_Add_A_263_measure_4,manuscript_47,MS_Add_A_263,MS. Add. A. 263,Add A,,MS_Add_A_263-part2,,tei:layout,Fols. 63r-64r in 2 cols. of 26-8 lines.,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,26 28,28,26,,,,,,,,,,,,,,,,,,,below
MS_Add_A_263_measure_3,manuscript_47,MS_Add_A_263,MS. Add. A. 263,Add A,,MS_Add_A_263-part2,,tei:layout,Ruled in ink for mostly 25 lines; ruled space 175 110–5,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,25,25,25,,,,,,,,,,,175,175,175,110–5,115,110,mm,ink,below
MS_Add_A_263_measure_1,manuscript_47,MS_Add_A_263,MS. Add. A. 263,Add A,,MS_Add_A_263,,tei:extent,iii + 48 + 16 + i leaves 240–5 170–5,,240–5,245,240,170–5,175,170,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_268_measure_2,manuscript_48,MS_Add_A_268,MS. Add. A. 268,Add A,,MS_Add_A_268-partB,,tei:layout,2 cols.,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_268_measure_3,manuscript_48,MS_Add_A_268,MS. Add. A. 268,Add A,,MS_Add_A_268-partC,,tei:layout,2 cols.,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_268_measure_1,manuscript_48,MS_Add_A_268,MS. Add. A. 268,Add A,,MS_Add_A_268,,tei:extent,ii + 164 leaves 8.75 6.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_280_measure_1,manuscript_51,MS_Add_A_280,MS. Add. A. 280,Add A,,MS_Add_A_280,,tei:extent,"ii (19th/20th century paper) + 7 + xxiv (18th(?)-century paper with 'Pro patria' watermark) + ii (19th/20th century paper) leaves. Fols. i-ii, 8-end are blank paper. 215 155",,215,215,215,155,155,155,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_280_measure_2,manuscript_51,MS_Add_A_280,MS. Add. A. 280,Add A,,MS_Add_A_280,,tei:layout,Frame-ruled in plumment; written with 36–8 long lines per page. Ruled space c. 145 95,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,36 38,38,36,,,,,,,,,,,145,145,145,95,95,95,mm,,
MS_Add_A_286_measure_2,manuscript_54,MS_Add_A_286,MS. Add. A. 286,Add A,,MS_Add_A_286,,tei:layout,Ruled in ink for 41 lines of text. Ruled space 160-5 75-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,41,41,160-5,165,160,75-80,80,75,mm,,
MS_Add_A_286_measure_1,manuscript_54,MS_Add_A_286,MS. Add. A. 286,Add A,,MS_Add_A_286,,tei:extent,i (paper) + ii (old paper) + 85 + ii (old paper) + i (paper) 205 145,,205,205,205,145,145,145,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_288_measure_1,manuscript_55,MS_Add_A_288,MS. Add. A. 288,Add A,,MS_Add_A_288,,tei:extent,144 fols. 215 160 160–5 115–20,,215,215,215,160,160,160,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,160–5,165,160,115–20,120,115,mm,,,,,,,,,,,,
MS_Add_A_288_measure_2,manuscript_55,MS_Add_A_288,MS. Add. A. 288,Add A,,MS_Add_A_288,,tei:layout,"1 col., c. 26–31 lines.",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,26 31,31,26,,,,,,,,,,,,,,,,,,,
MS_Add_A_30_measure_1,manuscript_57,MS_Add_A_30,MS. Add. A. 30,Add A,,MS_Add_A_30-part1,,tei:extent,240 170 160 113,,240,240,240,170,170,170,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,160,160,113,113,113,mm,,,,,,,,,,,,
MS_Add_A_30_measure_2,manuscript_57,MS_Add_A_30,MS. Add. A. 30,Add A,,MS_Add_A_30-part1,,tei:layout,"1 col., 24 lines",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,24,24,24,,,,,,,,,,,,,,,,,,,
MS_Add_A_370_measure_1,manuscript_61,MS_Add_A_370,MS. Add. A. 370,Add A,,,,tei:extent,126–226 fols. 210 150,,210,210,210,150,150,150,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_370_measure_2,manuscript_61,MS_Add_A_370,MS. Add. A. 370,Add A,,,,tei:layout,"1 cols., c. 30–40 lines, written space 150–60 90–100",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,30 40,40,30,150–60,160,150,90–100,100,90,mm,,,,,,,,,,,,
MS_Add_A_373_measure_2,manuscript_63,MS_Add_A_373,MS. Add. A. 373,Add A,,MS_Add_A_373-endleaf,fragment,tei:extent,upper part of a leaf 137 215,,,,,,,,,,,,,,,,,,,137,137,137,215,215,215,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_373_measure_3,manuscript_63,MS_Add_A_373,MS. Add. A. 373,Add A,,MS_Add_A_373-endleaf,fragment,tei:layout,"long lines, originally about 193 mm. width",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_373_measure_1,manuscript_63,MS_Add_A_373,MS. Add. A. 373,Add A,,MS_Add_A_373,,tei:extent,i + 100 leaves 8.75 5.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_44_measure_1,manuscript_66,MS_Add_A_44,MS. Add. A. 44,Add A,,MS_Add_A_44,,tei:extent,iv (paper) + 254 + 1 (parchment endleaf) + iv (paper) leaves 175 118,,175,175,175,118,118,118,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_44_measure_2,manuscript_66,MS_Add_A_44,MS. Add. A. 44,Add A,,MS_Add_A_44,,tei:layout,"1 or 2 columns, c. 28–32 lines; ruled space typically ; written above top line.130–5 80–5",,,,,,,,,,,,,,,,,,,,,,,,,,1 2,2,1,,,,,,,,31 32,32,31,,,,,,,,,,,130–5,135,130,80–5,85,80,mm,,
MS_Add_A_61_measure_2,manuscript_71,MS_Add_A_61,MS. Add. A. 61,Add A,,MS_Add_A_61,,tei:layout,In 2 cols of c. 38-46 written lines. Pricking marks occasionally visible at the outer edges. Sometimes written below the top ruled line. Double or single boundary lines,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,38 46,46,38,,,,,,,,,,,,,,,,,,,
MS_Add_A_61_measure_1,manuscript_71,MS_Add_A_61,MS. Add. A. 61,Add A,,MS_Add_A_61,,tei:extent,i + 55 leaves 7.25 5.375 170 130,55,170,170,170,130,130,130,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_92_measure_2,manuscript_76,MS_Add_A_92,MS. Add. A. 92,Add A,,MS_Add_A_92,,tei:layout,"Unruled; typically written with 15–19 lines per page. Written space variable, typically c. 125–30 65–75",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,15 19,19,15,125–30,130,125,65–75,75,65,mm,,,,,,,,,,,,
MS_Add_A_92_measure_1,manuscript_76,MS_Add_A_92,MS. Add. A. 92,Add A,,MS_Add_A_92,,tei:extent,20 leaves c. 140 105,,140,140,140,105,105,105,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_B_54_measure_1,manuscript_86,MS_Add_B_54,MS. Add. B. 54,Add B,,MS_Add_B_54,,tei:extent,ii + 98 fols. 160 105 105 60–5,,160,160,160,105,105,105,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,105,105,60–5,65,60,mm,,,,,,,,,,,,
MS_Add_B_54_measure_2,manuscript_86,MS_Add_B_54,MS. Add. B. 54,Add B,,MS_Add_B_54,,tei:layout,"1 col., 21 lines.",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,21,21,21,,,,,,,,,,,,,,,,,,,
MS_Add_B_62_measure_2,manuscript_91,MS_Add_B_62,MS. Add. B. 62,Add B,,MS_Add_B_62,,tei:layout,"1 col, 27 lines.",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,27,27,27,,,,,,,,,,,,,,,,,,,
MS_Add_B_62_measure_3,manuscript_91,MS_Add_B_62,MS. Add. B. 62,Add B,,MS_Add_B_62,,tei:layout,Fols. 68–80: 15–17 lines.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 17,17,15,,,,,,,,,,,,,,,,,,,
MS_Add_B_62_measure_1,manuscript_91,MS_Add_B_62,MS. Add. B. 62,Add B,,MS_Add_B_62,,tei:extent,80 fols. 180 133 135–40 95–102,,180,180,180,133,133,133,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,135–40,140,135,95–102,102,95,mm,,,,,,,,,,,,
MS_Add_C_108_measure_2,manuscript_94,MS_Add_C_108,MS. Add. C. 108,Add C,,MS_Add_C_108,,tei:layout,"Frame-ruled in pale ink for two columns of about 41–43 lines, c. 217 153",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,41 43,43,41,,,,,,,,,,,c. 217,c. 217,c. 217,153,153,153,mm,,
MS_Add_C_108_measure_1,manuscript_94,MS_Add_C_108,MS. Add. C. 108,Add C,,MS_Add_C_108,,tei:extent,ii + 48 + vi leaves 275 205,,275,275,275,205,205,205,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_C_13_measure_2,manuscript_97,MS_Add_C_13,MS. Add. C. 13,Add C,,MS_Add_C_13,,tei:layout,"(fols. 126–208) 2 cols., , 38 lines.220–5 67",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,220–5,225,220,67,67,67,mm,38,38,38,,,,,,,,,,,,,,,,,,,
MS_Add_C_13_measure_1,manuscript_97,MS_Add_C_13,MS. Add. C. 13,Add C,,MS_Add_C_13,,tei:extent,iii + 210 leaves 335 235,,335,335,335,235,235,235,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_C_142_measure_2,manuscript_107,MS_Add_C_142,MS. Add. C. 142,Add C,,MS_Add_C_142,,tei:layout,"1 col., 38 lines.",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,38,38,38,,,,,,,,,,,,,,,,,,,
MS_Add_C_142_measure_1,manuscript_107,MS_Add_C_142,MS. Add. C. 142,Add C,,MS_Add_C_142,,tei:extent,154 fols. 260 160 184 115,,260,260,260,160,160,160,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,184,184,115,115,115,mm,,,,,,,,,,,,
MS_Add_C_145_measure_1,manuscript_110,MS_Add_C_145,MS. Add. C. 145,Add C,,MS_Add_C_145,,tei:extent,49 fols. 239 176 160–5 120–5,,239,239,239,176,176,176,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,160–5,165,160,120–5,125,120,mm,,,,,,,,,,,,
MS_Add_C_145_measure_2,manuscript_110,MS_Add_C_145,MS. Add. C. 145,Add C,,MS_Add_C_145,,tei:layout,"1 col., 39–40 lines.",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,39 40,40,39,,,,,,,,,,,,,,,,,,,
MS_Add_C_147_measure_2,manuscript_112,MS_Add_C_147,MS. Add. C. 147,Add C,,MS_Add_C_147,,tei:layout,20 lines,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,20,20,20,,,,,,,,,,,,,,,,,,,
MS_Add_C_147_measure_1,manuscript_112,MS_Add_C_147,MS. Add. C. 147,Add C,,MS_Add_C_147,,tei:extent,ii + 36 + ii fol. 265 190 160 110,,265,265,265,190,190,190,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,160,160,110,110,110,mm,,,,,,,,,,,,
MS_Add_C_15_measure_2,manuscript_114,MS_Add_C_15,MS. Add. C. 15,Add C,,MS_Add_C_15,,tei:layout,"Blind-ruled; 1 col., c. 28-9 lines. Written space c. 235-45 155-65",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,28 29,29,28,235-45,245,235,155-65,165,155,mm,,,,,,,,,,,,
MS_Add_C_15_measure_1,manuscript_114,MS_Add_C_15,MS. Add. C. 15,Add C,,MS_Add_C_15,,tei:extent,ii (paper) + 158 + ii (paper) folios 320 240,,320,320,320,240,240,240,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_C_151_measure_1,manuscript_116,MS_Add_C_151,MS. Add. C. 151,Add C,,MS_Add_C_151,,tei:extent,"ii + 78 + ii fol. 2 leaves missing after fol. 78, then should follow fols. 65–70 342 240 230 165",,342,342,342,240,240,240,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,230,230,165,165,165,mm,,,,,,,,,,,,
MS_Add_C_151_measure_2,manuscript_116,MS_Add_C_151,MS. Add. C. 151,Add C,,MS_Add_C_151,,tei:layout,2 col. of 28 lines,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,28,28,28,,,,,,,,,,,,,,,,,,,
MS_Add_C_153_measure_1,manuscript_118,MS_Add_C_153,MS. Add. C. 153,Add C,,MS_Add_C_153,,tei:extent,1 + iv + 1 + 172 (173) + 1 fol. 310 220 215 120,,310,310,310,220,220,220,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,215,215,120,120,120,mm,,,,,,,,,,,,
MS_Add_C_153_measure_2,manuscript_118,MS_Add_C_153,MS. Add. C. 153,Add C,,MS_Add_C_153,,tei:layout,Capitulare list in 29 lines,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,29,29,29,,,,,,,,,,,,,,,,,,,
MS_Add_C_188_measure_1,manuscript_124,MS_Add_C_188,MS. Add. C. 188,Add C,,MS_Add_C_188,,tei:extent,vii + 225 leaves 255 165 190–5 110–15,,255,255,255,165,165,165,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,190–5,195,190,110–15,115,110,mm,,,,,,,,,,,,
MS_Add_C_188_measure_2,manuscript_124,MS_Add_C_188,MS. Add. C. 188,Add C,,MS_Add_C_188,,tei:layout,"1 col., 33–34 lines.",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,33 34,34,33,,,,,,,,,,,,,,,,,,,
MS_Add_C_192_measure_1,manuscript_125,MS_Add_C_192,MS. Add. C. 192,Add C,,MS_Add_C_192,,tei:extent,217 fols. 325 240 230–5 90–100,,325,325,325,240,240,240,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,230–5,235,230,90–100,100,90,mm,,,,,,,,,,,,
MS_Add_C_192_measure_2,manuscript_125,MS_Add_C_192,MS. Add. C. 192,Add C,,MS_Add_C_192,,tei:layout,"1 col., 30 lines.",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,30,30,30,,,,,,,,,,,,,,,,,,,
MS_Add_C_249_measure_1,manuscript_132,MS_Add_C_249,MS. Add. C. 249,Add C,,MS_Add_C_249,,tei:extent,1 + 359 leaves 258 200,,258,258,258,200,200,200,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_C_252_measure_2,manuscript_134,MS_Add_C_252,MS. Add. C. 252,Add C,,MS_Add_C_252,,tei:layout,"1 col., 37 lines.",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,37,37,37,,,,,,,,,,,,,,,,,,,
MS_Add_C_252_measure_1,manuscript_134,MS_Add_C_252,MS. Add. C. 252,Add C,,MS_Add_C_252,,tei:extent,295 205 190 115,,190,190,190,115,115,115,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,295,295,205,205,205,mm,,,,,,,,,,,,
MS_Add_C_260_measure_2,manuscript_136,MS_Add_C_260,MS. Add. C. 260,Add C,,MS_Add_C_260,,tei:layout,"1 col., 28–31 lines.",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,28 31,31,28,,,,,,,,,,,,,,,,,,,
MS_Add_C_260_measure_1,manuscript_136,MS_Add_C_260,MS. Add. C. 260,Add C,,MS_Add_C_260,,tei:extent,6 fols. c. 315 225 c. 230 140,,315,315,315,225,225,225,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,230,230,140,140,140,mm,,,,,,,,,,,,
MS_Add_C_263_measure_1,manuscript_137,MS_Add_C_263,MS. Add. C. 263,Add C,,MS_Add_C_263,,tei:extent,120 leaves 12.875 9.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_C_263_measure_2,manuscript_137,MS_Add_C_263,MS. Add. C. 263,Add C,,MS_Add_C_263,,tei:layout,2 cols.,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_C_264_measure_1,manuscript_138,MS_Add_C_264,MS. Add. C. 264,Add C,,MS_Add_C_264,,tei:extent,ii + 128 leaves 300 220 200–5 110,,300,300,300,220,220,220,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,200–5,205,200,110,110,110,mm,,,,,,,,,,,,
MS_Add_C_264_measure_2,manuscript_138,MS_Add_C_264,MS. Add. C. 264,Add C,,MS_Add_C_264,,tei:layout,"1 col., 28 lines.",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,28,28,28,,,,,,,,,,,,,,,,,,,
MS_Add_C_280_measure_1,manuscript_145,MS_Add_C_280,MS. Add. C. 280,Add C,,MS_Add_C_280,,tei:extent,127 leaves 10.5 7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_C_29_measure_1,manuscript_149,MS_Add_C_29,MS. Add. C. 29,Add C,,MS_Add_C_29,,tei:extent,ii + 188 + ii leaves c. 280 c. 220,,280,280,280,220,220,220,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_C_29_measure_2,manuscript_149,MS_Add_C_29,MS. Add. C. 29,Add C,,MS_Add_C_29,,tei:layout,"2 cols., 35 lines; ruled space 228 177",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,35,35,35,,,,,,,,,,,228,228,228,177,177,177,mm,,
MS_Add_C_73_measure_1,manuscript_157,MS_Add_C_73,MS. Add. C. 73,Add C,,MS_Add_C_73,,tei:extent,173 fols. 285 200 203 120,,285,285,285,200,200,200,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,203,203,120,120,120,mm,,,,,,,,,,,,
MS_Add_C_73_measure_2,manuscript_157,MS_Add_C_73,MS. Add. C. 73,Add C,,MS_Add_C_73,,tei:layout,"1 col., 33 lines.",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,33,33,33,,,,,,,,,,,,,,,,,,,
MS_Add_D_10_measure_1,manuscript_163,MS_Add_D_10,MS. Add. D. 10,Add D,,MS_Add_D_10,,tei:extent,ii + 139 fols. c. 400 280,,400,400,400,280,280,280,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_D_10_measure_2,manuscript_163,MS_Add_D_10,MS. Add. D. 10,Add D,,MS_Add_D_10,,tei:layout,"2 cols., , 60 lines.260 70",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,260,260,260,70,70,70,mm,60,60,60,,,,,,,,,,,,,,,,,,,
MS_Add_D_104_measure_1,manuscript_164,MS_Add_D_104,MS. Add. D. 104,Add D,,MS_Add_D_104,,tei:extent,192 fols. c. 485 325,,485,485,485,325,325,325,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_D_104_measure_2,manuscript_164,MS_Add_D_104,MS. Add. D. 104,Add D,,MS_Add_D_104,,tei:layout,"2 cols., , c. 45–7 lines.365–75 100",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,365–75,365–75,365–75,100,100,100,mm,45 47,47,45,,,,,,,,,,,,,,,,,,,
MS_Add_D_39_measure_1,manuscript_171,MS_Add_D_39,MS. Add. D. 39,Add D,,MS_Add_D_39,,tei:extent,218 fols. 440 290,,440,440,440,290,290,290,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_D_39_measure_2,manuscript_171,MS_Add_D_39,MS. Add. D. 39,Add D,,MS_Add_D_39,,tei:layout,"2 cols., , 60 lines.265 70",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,265,265,265,70,70,70,mm,60,60,60,,,,,,,,,,,,,,,,,,,
MS_Add_D_46_measure_1,manuscript_174,MS_Add_D_46,MS. Add. D. 46,Add D,,MS_Add_D_46,,tei:extent,139 fols. 390 280,,390,390,390,280,280,280,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_D_46_measure_2,manuscript_174,MS_Add_D_46,MS. Add. D. 46,Add D,,MS_Add_D_46,,tei:layout,"2 columns, , 50–2 lines.265–75 90",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,265–75,275,265,90,90,90,mm,50 52,52,50,,,,,,,,,,,,,,,,,,,
MS_Add_D_47_measure_1,manuscript_175,MS_Add_D_47,MS. Add. D. 47,Add D,,MS_Add_D_47,,tei:extent,160 leaves c. 400–405 275,,c. 400–405,405,400,275,275,275,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_D_47_measure_2,manuscript_175,MS_Add_D_47,MS. Add. D. 47,Add D,,MS_Add_D_47,,tei:layout,Ruled in plummet with single vertical bounding lines extending the full height of page; 24 lines per page; written below the top line; written space: c. 280 180,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,24,24,24,280,280,280,180,180,180,mm,,,,,,,,,,,leadpoint,below
MS_Add_D_48_measure_1,manuscript_176,MS_Add_D_48,MS. Add. D. 48,Add D,,MS_Add_D_48,,tei:extent,ii + 32 + ii fol. 400 290 267 182,,400,400,400,290,290,290,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,267,267,182,182,182,mm,,,,,,,,,,,,
MS_Add_E_14_R_measure_1,manuscript_180,MS_Add_E_14_R,MS. Add. E. 14 (R),Add E,,MS_Add_E_14_R,,tei:extent,c. 4215 325,,,,,,,,,,,,4215,4215,4215,325,325,325,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ash_Rolls_33_measure_2,manuscript_197,MS_Ash_Rolls_33,MS. Ash. Rolls 33,Ash Rolls,,,,tei:extent,one membrane c. 670 c. 270,,,,,,,,,,,,670,670,670,270,270,270,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ash_Rolls_33_measure_1,manuscript_197,MS_Ash_Rolls_33,MS. Ash. Rolls 33,Ash Rolls,,,,tei:extent,two membranes c. 730 (370 + 360) c. 265,,,,,,,,,,,,730,730,730,265,265,265,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ash_Rolls_38_measure_1,manuscript_200,MS_Ash_Rolls_38,MS. Ash. Rolls 38,Ash Rolls,,MS_Ash_Rolls_38,,tei:extent,c. 3550 270,,,,,,,,,,,,3550,3550,3550,270,270,270,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ash_Rolls_50_measure_1,manuscript_205,MS_Ash_Rolls_50,MS. Ash. Rolls 50,Ash Rolls,,MS_Ash_Rolls_50,,tei:extent,c. 1920 500,,,,,,,,,,,,1920,1920,1920,500,500,500,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ash_Rolls_6_measure_1,manuscript_207,MS_Ash_Rolls_6,MS. Ash. Rolls 6,Ash Rolls,,MS_Ash_Rolls_6,,tei:extent,5 fols. folded to form a girdle book. c. 300 185 (unfolded) c. 150 33 (folded),,300 300,300 300,300 300,185 33,185 33,185 33,,,,mm mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_1282_measure_1,manuscript_224,MS_Ashmole_1282,MS. Ashmole 1282,Ashmole,,MS_Ashmole_1282,,tei:extent,213 leaves c. 165 110,,165,165,165,110,110,110,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_1282_measure_2,manuscript_224,MS_Ashmole_1282,MS. Ashmole 1282,Ashmole,,MS_Ashmole_1282,,tei:layout,Ruled in plummet with single vertical and double horizontal bounding lines extending the full height and width of page; further sets of double bounding lines in all margins and single bounding lines in the outer and lower margins; written below the top line; 18 lines per page; written space: c. 95 65,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,18,18,18,95,95,95,65,65,65,mm,,,,,,,,,,,,
MS_Ashmole_1291_measure_1,manuscript_230,MS_Ashmole_1291,MS. Ashmole 1291,Ashmole,,MS_Ashmole_1291,,tei:extent,i + 213 + i leaves 95 65,,95,95,95,65,65,65,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_1291_measure_2,manuscript_230,MS_Ashmole_1291,MS. Ashmole 1291,Ashmole,,MS_Ashmole_1291,,tei:layout,Ruled space Three ruling patterns correspond to the three main scribes:55 35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,55,55,35,35,35,mm,,
