measurement UID,file URL,msID,shelfmark,collection,part,part ID,part type,layout or extent,text,leaves,leaf height,leaf height max,leaf height min,leaf width,leaf width max,leaf width min,leaf depth,leaf depth max,leaf depth min,leaf unit,roll height,roll height max,roll height min,roll width,roll width max,roll width min,roll unit,fragment height,fragment height max,fragment height min,fragment width,fragment width max,fragment width min,fragment unit,columns,columns max,columns min,column height,column height max,column height min,column width,column width max,column width min,column unit,writtenLines,writtenLines max,writtenLines min,written height,written height max,written height min,written width,written width max,written width min,written unit,ruledLines,rulesLines max,ruledLines min,ruled height,ruled height max,ruled height min,ruled width,ruled width max,ruled width min,ruled unit,rulingMedium,topLine
MS_Lat_misc_b_18_measure_1,manuscript_6565,MS_Lat_misc_b_18,MS. Lat. misc. b. 18,Lat misc,,MS_Lat_misc_b_18-part1,,tei:extent,2 leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_18_measure_8,manuscript_6565,MS_Lat_misc_b_18,MS. Lat. misc. b. 18,Lat misc,,MS_Lat_misc_b_18-part4,,tei:layout,"1 col., 14 lines",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,14,14,14,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_18_measure_6,manuscript_6565,MS_Lat_misc_b_18,MS. Lat. misc. b. 18,Lat misc,,MS_Lat_misc_b_18-part3,,tei:layout,"2 cols., 42+lines",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,42,42,42,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_18_measure_11,manuscript_6565,MS_Lat_misc_b_18,MS. Lat. misc. b. 18,Lat misc,,MS_Lat_misc_b_18-part6,,tei:extent,2 leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_18_measure_9,manuscript_6565,MS_Lat_misc_b_18,MS. Lat. misc. b. 18,Lat misc,,MS_Lat_misc_b_18-part5,,tei:extent,One leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_18_measure_10,manuscript_6565,MS_Lat_misc_b_18,MS. Lat. misc. b. 18,Lat misc,,MS_Lat_misc_b_18-part5,,tei:layout,"2 cols., 38 lines",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,38,38,38,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_18_measure_5,manuscript_6565,MS_Lat_misc_b_18,MS. Lat. misc. b. 18,Lat misc,,MS_Lat_misc_b_18-part3,,tei:extent,One leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_18_measure_7,manuscript_6565,MS_Lat_misc_b_18,MS. Lat. misc. b. 18,Lat misc,,MS_Lat_misc_b_18-part4,,tei:extent,One bifolium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_18_measure_4,manuscript_6565,MS_Lat_misc_b_18,MS. Lat. misc. b. 18,Lat misc,,MS_Lat_misc_b_18-part2,,tei:layout,"2 cols., originally 43 lines",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,43,43,43,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_18_measure_19,manuscript_6565,MS_Lat_misc_b_18,MS. Lat. misc. b. 18,Lat misc,,MS_Lat_misc_b_18-part10,,tei:extent,two leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_18_measure_22,manuscript_6565,MS_Lat_misc_b_18,MS. Lat. misc. b. 18,Lat misc,,MS_Lat_misc_b_18-part11,,tei:layout,"2 cols., 60 lines",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,60,60,60,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_18_measure_21,manuscript_6565,MS_Lat_misc_b_18,MS. Lat. misc. b. 18,Lat misc,,MS_Lat_misc_b_18-part11,,tei:extent,One leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_18_measure_20,manuscript_6565,MS_Lat_misc_b_18,MS. Lat. misc. b. 18,Lat misc,,MS_Lat_misc_b_18-part10,,tei:layout,"one col., 30+ lines",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,30,30,30,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_18_measure_23,manuscript_6565,MS_Lat_misc_b_18,MS. Lat. misc. b. 18,Lat misc,,MS_Lat_misc_b_18-part12,,tei:extent,2 bifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_18_measure_108,manuscript_6565,MS_Lat_misc_b_18,MS. Lat. misc. b. 18,Lat misc,,MS_Lat_misc_b_18-part54,,tei:layout,"3 cols., 50 lines",,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,,,,,,,,50,50,50,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_18_measure_110,manuscript_6565,MS_Lat_misc_b_18,MS. Lat. misc. b. 18,Lat misc,,MS_Lat_misc_b_18-part55,,tei:layout,"2 cols., 29 lines",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,29,29,29,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_18_measure_109,manuscript_6565,MS_Lat_misc_b_18,MS. Lat. misc. b. 18,Lat misc,,MS_Lat_misc_b_18-part55,,tei:extent,One bifolium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_18_measure_32,manuscript_6565,MS_Lat_misc_b_18,MS. Lat. misc. b. 18,Lat misc,,MS_Lat_misc_b_18-part16,,tei:layout,"2 cols., 33 lines",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,33,33,33,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_18_measure_15,manuscript_6565,MS_Lat_misc_b_18,MS. Lat. misc. b. 18,Lat misc,,MS_Lat_misc_b_18-part8,,tei:extent,12 leaves (22 is a bifolium),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_18_measure_12,manuscript_6565,MS_Lat_misc_b_18,MS. Lat. misc. b. 18,Lat misc,,MS_Lat_misc_b_18-part6,,tei:layout,"2 cols., 60, 69 lines",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,60 69,69,60,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_18_measure_13,manuscript_6565,MS_Lat_misc_b_18,MS. Lat. misc. b. 18,Lat misc,,MS_Lat_misc_b_18-part7,,tei:extent,"Parts of 3 bifolia, cut at the top",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_18_measure_14,manuscript_6565,MS_Lat_misc_b_18,MS. Lat. misc. b. 18,Lat misc,,MS_Lat_misc_b_18-part7,,tei:layout,"2 cols., originally 60 lines",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,60,60,60,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_18_measure_18,manuscript_6565,MS_Lat_misc_b_18,MS. Lat. misc. b. 18,Lat misc,,MS_Lat_misc_b_18-part9,,tei:layout,"one col., 18+ long lines",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,18,18,18,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_18_measure_17,manuscript_6565,MS_Lat_misc_b_18,MS. Lat. misc. b. 18,Lat misc,,MS_Lat_misc_b_18-part9,,tei:extent,Two contiguous bifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_18_measure_16,manuscript_6565,MS_Lat_misc_b_18,MS. Lat. misc. b. 18,Lat misc,,MS_Lat_misc_b_18-part8,,tei:layout,"2 cols., 37 lines.",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,37,37,37,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_18_measure_105,manuscript_6565,MS_Lat_misc_b_18,MS. Lat. misc. b. 18,Lat misc,,MS_Lat_misc_b_18-part53,,tei:extent,3 leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_18_measure_106,manuscript_6565,MS_Lat_misc_b_18,MS. Lat. misc. b. 18,Lat misc,,MS_Lat_misc_b_18-part53,,tei:layout,"4 cols., 79 lines",,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,79,79,79,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_18_measure_107,manuscript_6565,MS_Lat_misc_b_18,MS. Lat. misc. b. 18,Lat misc,,MS_Lat_misc_b_18-part54,,tei:extent,2 leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_201–2_measure_2,manuscript_6567,MS_Lat_misc_b_201–2,MS. Lat. misc. b. 20/1-2,Lat misc,,MS_Lat_misc_b_201-2,,tei:layout,2 cols.,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_201–2_measure_12,manuscript_6567,MS_Lat_misc_b_201–2,MS. Lat. misc. b. 20/1-2,Lat misc,,MS_Lat_misc_b_201-2-part5,,tei:layout,"72–3 lines, 2 cols.",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,72 73,73,72,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_201–2_measure_5,manuscript_6567,MS_Lat_misc_b_201–2,MS. Lat. misc. b. 20/1-2,Lat misc,,MS_Lat_misc_b_201-2-part2,,tei:extent,Written space variable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_201–2_measure_8,manuscript_6567,MS_Lat_misc_b_201–2,MS. Lat. misc. b. 20/1-2,Lat misc,,MS_Lat_misc_b_201-2-part3,,tei:layout,"59–65 lines, 2 cols.",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,59 65,65,59,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_201–2_measure_7,manuscript_6567,MS_Lat_misc_b_201–2,MS. Lat. misc. b. 20/1-2,Lat misc,,MS_Lat_misc_b_201-2-part3,,tei:extent,255–84 160–85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255–84,285,255,160–85,185,160,mm,,,,,,,,,,,,
MS_Lat_misc_b_201–2_measure_6,manuscript_6567,MS_Lat_misc_b_201–2,MS. Lat. misc. b. 20/1-2,Lat misc,,MS_Lat_misc_b_201-2-part2,,tei:layout,"Number of lines in gloss variable, up to c. 75 lines. 2 cols.",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,75,75,75,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_201–2_measure_10,manuscript_6567,MS_Lat_misc_b_201–2,MS. Lat. misc. b. 20/1-2,Lat misc,,MS_Lat_misc_b_201-2-part4,,tei:layout,"53 lines, 2 cols.",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,53,53,53,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_201–2_measure_11,manuscript_6567,MS_Lat_misc_b_201–2,MS. Lat. misc. b. 20/1-2,Lat misc,,MS_Lat_misc_b_201-2-part5,,tei:extent,317–25 188–90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317–25,325,317,188–90,190,188,mm,,,,,,,,,,,,
MS_Lat_misc_b_201–2_measure_1,manuscript_6567,MS_Lat_misc_b_201–2,MS. Lat. misc. b. 20/1-2,Lat misc,,MS_Lat_misc_b_201-2,,tei:extent,"352 leaves 395 250 Items which were originally smaller were made up to this size by addition of strips of parchment (see parts 1, 4)",,395,395,395,250,250,250,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_201–2_measure_9,manuscript_6567,MS_Lat_misc_b_201–2,MS. Lat. misc. b. 20/1-2,Lat misc,,MS_Lat_misc_b_201-2-part4,,tei:extent,317 190 237–46 145–55,,317,317,317,190,190,190,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,237–46,246,237,145–55,155,145,mm,,,,,,,,,,,,
MS_Lat_misc_b_201–2_measure_4,manuscript_6567,MS_Lat_misc_b_201–2,MS. Lat. misc. b. 20/1-2,Lat misc,,MS_Lat_misc_b_201-2-part1,,tei:layout,"59–60 lines, 2 cols.",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,59 60,60,59,,,,,,,,,
MS_Lat_misc_b_201–2_measure_3,manuscript_6567,MS_Lat_misc_b_201–2,MS. Lat. misc. b. 20/1-2,Lat misc,,MS_Lat_misc_b_201-2-part1,,tei:extent,365 230 285–7 175,,365,365,365,230,230,230,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,285–7,287,285,175,175,175,mm,,,,,,,,,,,,
MS_Lat_misc_b_22_measure_5,manuscript_6569,MS_Lat_misc_b_22,MS. Lat. misc. b. 22,Lat misc,,MS_Lat_misc_b_22-part4,,tei:extent,"Two fragments, one preserving part of one column, one preserving part of two columns. c. 270–5 60–65",,,,,,,,,,,,,,,,,,,c. 270–5,275,270,60–65,65,60,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_22_measure_8,manuscript_6569,MS_Lat_misc_b_22,MS. Lat. misc. b. 22,Lat misc,,MS_Lat_misc_b_22-part6,,tei:extent,fragment of a leaf (?) 230 40,,,,,,,,,,,,,,,,,,,230,230,230,40,40,40,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_22_measure_7,manuscript_6569,MS_Lat_misc_b_22,MS. Lat. misc. b. 22,Lat misc,,MS_Lat_misc_b_22-part5,,tei:layout,55 lines. Written below top line.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,55,55,,,,,,,,,,,,,,,,,,,below
MS_Lat_misc_b_22_measure_6,manuscript_6569,MS_Lat_misc_b_22,MS. Lat. misc. b. 22,Lat misc,,MS_Lat_misc_b_22-part5,,tei:extent,"fragment of one leaf containing part of one column, extending the full height of the page 307 65 220",,,,,,,,,,,,,,,,,,,307,307,307,65,65,65,mm,,,,,,,,,,,,,,220,220,220,,,,mm,,,,,,,,,,,,
MS_Lat_misc_b_22_measure_9,manuscript_6569,MS_Lat_misc_b_22,MS. Lat. misc. b. 22,Lat misc,,MS_Lat_misc_b_22-part7,,tei:extent,fragment of printer's waste 224 76,,,,,,,,,,,,,,,,,,,224,224,224,76,76,76,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_22_measure_10,manuscript_6569,MS_Lat_misc_b_22,MS. Lat. misc. b. 22,Lat misc,,MS_Lat_misc_b_22-part8,,tei:extent,fragment of a leaf containing the full width of two columns 160 235 c. 190 c. 85–90,,,,,,,,,,,,,,,,,,,160,160,160,235,235,235,mm,,,,,,,c. 85–90,85,90,mm,,,,,,,190,190,190,mm,,,,,,,,,,,,
MS_Lat_misc_b_22_measure_12,manuscript_6569,MS_Lat_misc_b_22,MS. Lat. misc. b. 22,Lat misc,,MS_Lat_misc_b_22-part9,,tei:layout,Written below top line. 32 lines.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,32,32,,,,,,,,,,,,,,,,,,,below
MS_Lat_misc_b_22_measure_13,manuscript_6569,MS_Lat_misc_b_22,MS. Lat. misc. b. 22,Lat misc,,MS_Lat_misc_b_22-part10,,tei:extent,fragment of one folio (text mostly intact) 220 154 141 c. 85–90,,,,,,,,,,,,,,,,,,,220,220,220,154,154,154,mm,,,,,,,,,,,,,,141,141,141,c. 85–90,90,85,mm,,,,,,,,,,,,
MS_Lat_misc_b_22_measure_2,manuscript_6569,MS_Lat_misc_b_22,MS. Lat. misc. b. 22,Lat misc,,MS_Lat_misc_b_22-part2,,tei:extent,"fragment (part of a leaf, preserving the lower part of one column) 290 106",,,,,,,,,,,,,,,,,,,290,290,290,106,106,106,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_22_measure_3,manuscript_6569,MS_Lat_misc_b_22,MS. Lat. misc. b. 22,Lat misc,,MS_Lat_misc_b_22-part2,,tei:layout,Originally 2 cols. Column width c. 75–80,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,c. 75–80,80,75,mm,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_22_measure_11,manuscript_6569,MS_Lat_misc_b_22,MS. Lat. misc. b. 22,Lat misc,,MS_Lat_misc_b_22-part9,,tei:extent,fragment of a leaf containing the full height of one column 191 74 143,,,,,,,,,,,,,,,,,,,191,191,191,74,74,74,mm,,,,,,,,,,,,,,143,143,143,,,,mm,,,,,,,,,,,,
MS_Lat_misc_b_22_measure_15,manuscript_6569,MS_Lat_misc_b_22,MS. Lat. misc. b. 22,Lat misc,,MS_Lat_misc_b_22-part11,,tei:extent,three leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_22_measure_14,manuscript_6569,MS_Lat_misc_b_22,MS. Lat. misc. b. 22,Lat misc,,MS_Lat_misc_b_22-part10,,tei:layout,"2 cols., 27 lines.",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,27,27,27,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_22_measure_1,manuscript_6569,MS_Lat_misc_b_22,MS. Lat. misc. b. 22,Lat misc,,MS_Lat_misc_b_22-part1,,tei:extent,12 fragments of varying dimensions c. 30 c. 40–55,,,,,,,,,,,,,,,,,,,30,30,30,c. 40–55,55,40,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_22_measure_16,manuscript_6569,MS_Lat_misc_b_22,MS. Lat. misc. b. 22,Lat misc,,MS_Lat_misc_b_22-part12,,tei:extent,bifolium 215 155,,215,215,215,155,155,155,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_22_measure_17,manuscript_6569,MS_Lat_misc_b_22,MS. Lat. misc. b. 22,Lat misc,,MS_Lat_misc_b_22-part12,,tei:layout,"2 cols., c. 47–57 lines. Written space , c. 10mm. between columns. No visible ruling.182 135",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,47 57,57,47,182,182,182,135,135,135,mm,,,,,,,,,,,,
MS_Lat_misc_b_22_measure_4,manuscript_6569,MS_Lat_misc_b_22,MS. Lat. misc. b. 22,Lat misc,,MS_Lat_misc_b_22-part3,,tei:extent,Four fragments from two bifolia 55 192 150 60 60 195 145 65,,,,,,,,,,,,,,,,,,,55 150 60 145,55 150 60 145,55 150 60 145,192 60 195 65,192 60 195 65,192 60 195 65,mm mm mm mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_23_measure_2,manuscript_6570,MS_Lat_misc_b_23,MS. Lat. misc. b. 23,Lat misc,,MS_Lat_misc_b_23-part1,,tei:layout,2 cols.,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_23_measure_8,manuscript_6570,MS_Lat_misc_b_23,MS. Lat. misc. b. 23,Lat misc,,MS_Lat_misc_b_23-part5,,tei:layout,2 cols.,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_23_measure_1,manuscript_6570,MS_Lat_misc_b_23,MS. Lat. misc. b. 23,Lat misc,,MS_Lat_misc_b_23-part1,,tei:extent,most of one parchment leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_23_measure_6,manuscript_6570,MS_Lat_misc_b_23,MS. Lat. misc. b. 23,Lat misc,,MS_Lat_misc_b_23-part4,,tei:layout,2 cols.,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_23_measure_5,manuscript_6570,MS_Lat_misc_b_23,MS. Lat. misc. b. 23,Lat misc,,MS_Lat_misc_b_23-part4,,tei:extent,upper portion of one parchment leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_23_measure_4,manuscript_6570,MS_Lat_misc_b_23,MS. Lat. misc. b. 23,Lat misc,,MS_Lat_misc_b_23-part3,,tei:extent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_23_measure_3,manuscript_6570,MS_Lat_misc_b_23,MS. Lat. misc. b. 23,Lat misc,,MS_Lat_misc_b_23-part2,,tei:extent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_23_measure_7,manuscript_6570,MS_Lat_misc_b_23,MS. Lat. misc. b. 23,Lat misc,,MS_Lat_misc_b_23-part5,,tei:extent,"one complete parchment leaf, script rubbed away in places",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_25_measure_2,manuscript_6571,MS_Lat_misc_b_25,MS. Lat. misc. b. 25,Lat misc,,MS_Lat_misc_b_25-part7,,tei:extent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_25_measure_1,manuscript_6571,MS_Lat_misc_b_25,MS. Lat. misc. b. 25,Lat misc,,MS_Lat_misc_b_25-part4,,tei:extent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_26_measure_3,manuscript_6572,MS_Lat_misc_b_26,MS. Lat. misc. b. 26,Lat misc,,MS_Lat_misc_b_26-part13,,tei:extent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_26_measure_1,manuscript_6572,MS_Lat_misc_b_26,MS. Lat. misc. b. 26,Lat misc,,MS_Lat_misc_b_26-part2,,tei:extent,one leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_26_measure_2,manuscript_6572,MS_Lat_misc_b_26,MS. Lat. misc. b. 26,Lat misc,,MS_Lat_misc_b_26-part7,,tei:extent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_2_R_measure_1,manuscript_6573,MS_Lat_misc_b_2_R,MS. Lat. misc. b. 2 (R),Lat misc,,MS_Lat_misc_b_2_R,,tei:extent,c. 5215 410,,,,,,,,,,,,5215,5215,5215,410,410,410,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_3_measure_12,manuscript_6574,MS_Lat_misc_b_3,MS. Lat. misc. b. 3,Lat misc,,MS_Lat_misc_b_3-part6,,tei:layout,"2 cols., 43 lines",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,43,43,43,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_3_measure_11,manuscript_6574,MS_Lat_misc_b_3,MS. Lat. misc. b. 3,Lat misc,,MS_Lat_misc_b_3-part6,,tei:extent,bifolium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_3_measure_10,manuscript_6574,MS_Lat_misc_b_3,MS. Lat. misc. b. 3,Lat misc,,MS_Lat_misc_b_3-part5,,tei:layout,"2 cols., 36 lines",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,36,36,36,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_3_measure_9,manuscript_6574,MS_Lat_misc_b_3,MS. Lat. misc. b. 3,Lat misc,,MS_Lat_misc_b_3-part5,,tei:extent,two leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_3_measure_8,manuscript_6574,MS_Lat_misc_b_3,MS. Lat. misc. b. 3,Lat misc,,MS_Lat_misc_b_3-part4,,tei:layout,2 cols.,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_3_measure_7,manuscript_6574,MS_Lat_misc_b_3,MS. Lat. misc. b. 3,Lat misc,,MS_Lat_misc_b_3-part4,,tei:extent,strip of a bifolium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_3_measure_6,manuscript_6574,MS_Lat_misc_b_3,MS. Lat. misc. b. 3,Lat misc,,MS_Lat_misc_b_3-part3,,tei:layout,"Gloss, 96 lines",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,96,96,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_3_measure_1,manuscript_6574,MS_Lat_misc_b_3,MS. Lat. misc. b. 3,Lat misc,,MS_Lat_misc_b_3-part2,,tei:extent,2 bifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_3_measure_5,manuscript_6574,MS_Lat_misc_b_3,MS. Lat. misc. b. 3,Lat misc,,MS_Lat_misc_b_3-part3,,tei:layout,"Text, 37 lines",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,37,37,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_3_measure_4,manuscript_6574,MS_Lat_misc_b_3,MS. Lat. misc. b. 3,Lat misc,,MS_Lat_misc_b_3-part3,,tei:layout,2 cols.,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_3_measure_3,manuscript_6574,MS_Lat_misc_b_3,MS. Lat. misc. b. 3,Lat misc,,MS_Lat_misc_b_3-part3,,tei:extent,one leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Lat_misc_b_3_measure_2,manuscript_6574,MS_Lat_misc_b_3,MS. Lat. misc. b. 3,Lat misc,,MS_Lat_misc_b_3-part2,,tei:layout,43 long lines,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,43,43,43,,,,,,,,,,,,,,,,,,,
